#{"t_start": 1662987100.9159007, "env_id": null}
r,l,t,is_success-14.0,3,4345.640591,
-14.0,3,4345.975814,
-14.0,3,4346.314652,
-14.0,3,4346.644457,
-14.0,3,4347.004078,
-14.0,3,4347.364844,
-14.0,3,4347.678911,
-14.0,3,4347.985766,
-12.888889,5,4348.346174,
-14.0,3,4348.672929,
-7.333334,11,4349.118217,
-14.0,3,4349.438692,
-14.0,3,4349.760639,
-12.888889,4,4350.080198,
-14.0,3,4350.398751,
-10.666666,6,4350.7785,
-14.0,4,4351.103672,
-14.0,3,4351.392767,
-14.0,3,4351.713779,
-14.0,3,4352.023452,
-12.888889,4,4352.338344,
-14.0,3,4352.659496,
-14.0,3,4352.983836,
-11.777778,7,4353.38025,
-14.0,3,4353.695516,
-14.0,3,4354.021539,
-14.0,3,4354.343852,
-12.888889,4,4354.68649,
-14.0,3,4355.008162,
-14.0,3,4355.326579,
-16.0,4,4355.641766,
-14.0,4,4355.932566,
-14.0,3,4356.241486,
-14.0,3,4356.567647,
-16.0,4,4356.908773,
-14.0,4,4357.243779,
-14.0,3,4357.590449,
-14.0,3,4357.89679,
-12.888889,4,4358.230432,
-14.0,3,4358.538992,
-14.0,3,4358.863524,
-14.0,3,4359.180431,
-14.0,3,4359.471617,
-14.0,5,4359.809742,
-6.2222233,10,4360.273438,
-7.8532767,6,4360.655301,
-14.0,3,4360.98784,
-14.0,3,4361.304137,
-14.0,3,4361.597827,
-14.0,3,4362.290099,
-14.0,3,4362.63888,
-14.0,3,4362.95376,
-11.777778,5,4363.314672,
-14.0,3,4363.632395,
-14.0,3,4363.949841,
-14.0,3,4364.263443,
-14.0,3,4364.581475,
-12.888889,4,4364.911281,
-11.777778,6,4365.283654,
-14.0,3,4365.620913,
-12.888889,4,4365.960658,
-14.0,3,4366.266885,
-14.0,3,4366.581943,
-11.777778,5,4366.939209,
-14.0,5,4367.307554,
-14.0,4,4367.632263,
-14.0,3,4367.963369,
-14.0,3,4368.288629,
-11.777778,5,4368.648323,
-14.0,3,4368.955726,
-12.888889,4,4369.288826,
-14.0,3,4369.596431,
-14.0,3,4369.922865,
-12.888889,4,4370.269632,
-4.519943,12,4370.738583,
-14.0,4,4371.08495,
-14.0,3,4371.407761,
-14.0,3,4371.691839,
-14.0,3,4371.990255,
-14.0,3,4372.286839,
-14.0,3,4372.59198,
-12.888889,4,4372.927394,
-14.0,3,4373.23301,
-14.0,3,4374.066514,
-14.0,4,4374.401829,
-14.0,3,4374.712705,
-14.0,3,4375.035812,
-14.0,3,4375.332597,
-14.0,3,4375.624149,
-14.0,3,4375.934986,
-14.0,3,4376.260039,
-14.0,3,4376.593106,
-14.0,3,4376.904469,
-14.0,3,4377.19017,
-14.0,3,4377.489706,
-14.0,3,4377.80629,
-14.0,3,4378.116857,
-14.0,3,4378.424123,
-11.777778,5,4378.774594,
-14.0,3,4379.428623,
-12.888889,4,4379.781266,
-14.0,3,4380.081137,
-14.0,3,4380.405485,
-14.0,4,4380.724615,
-14.0,3,4381.048678,
-12.888889,4,4381.369508,
-14.0,3,4381.65162,
-14.0,3,4381.947845,
-14.0,3,4382.271325,
-14.0,3,4382.581193,
-12.888889,4,4382.906554,
-14.0,3,4383.22544,
-14.0,3,4383.544739,
-14.0,3,4383.86222,
-14.0,3,4384.176089,
-12.888889,5,4384.505218,
-12.888889,5,4384.91768,
-14.0,3,4385.207904,
-14.0,3,4385.495382,
-14.0,4,4385.816114,
-16.0,4,4386.128633,
-14.0,3,4386.443082,
-14.0,3,4386.771235,
-14.0,3,4387.091071,
-14.0,4,4387.443012,
-14.0,3,4387.741851,
-14.888889,5,4388.105185,
-14.0,3,4388.411725,
-6.2222233,12,4388.915636,
-14.0,3,4389.233889,
-14.0,3,4389.542122,
-5.1111126,11,4390.020292,
-14.0,3,4390.316933,
-14.0,3,4390.621866,
-14.0,3,4390.953544,
-14.0,3,4391.269829,
-14.0,3,4391.589098,
-14.0,3,4391.900335,
-14.0,3,4392.230556,
-12.888889,4,4392.590038,
-14.0,3,4392.889084,
-14.0,3,4393.22401,
-14.0,3,4393.548259,
-14.0,3,4393.838737,
-14.0,3,4394.131608,
-14.0,3,4394.429338,
-12.888889,4,4394.765688,
-14.0,3,4395.079244,
-14.0,3,4395.387611,
-14.0,3,4396.091954,
-14.0,3,4396.392953,
-12.888889,4,4396.734738,
-14.0,3,4397.054281,
-14.0,3,4397.343579,
-6.2222233,10,4397.794989,
-14.0,3,4398.096108,
-14.0,3,4398.415158,
-14.0,3,4398.741025,
-14.0,3,4399.058595,
-14.0,3,4399.368921,
-14.0,3,4399.665497,
-14.0,3,4399.994072,
-14.0,3,4400.307408,
-14.0,3,4400.650519,
-14.0,4,4401.008566,
-14.0,3,4401.318488,
-14.0,3,4401.628889,
-12.888889,5,4401.992552,
-14.0,3,4402.300162,
-14.0,3,4402.616277,
-14.0,3,4402.920394,
-12.888889,4,4403.249501,
-14.0,4,4403.585621,
-14.0,3,4403.881888,
-10.666666,6,4404.270176,
-14.0,3,4404.599323,
-14.0,3,4404.915278,
-14.0,3,4405.734724,
-14.0,3,4406.013803,
-14.0,3,4406.328267,
-11.777778,6,4406.715601,
-12.888889,4,4407.01113,
-14.0,3,4407.316611,
-14.0,3,4407.608806,
-16.0,4,4407.946842,
-14.0,3,4408.255844,
-14.0,3,4408.577482,
-14.0,3,4408.891106,
-14.0,3,4409.195895,
-12.888889,4,4409.513515,
-11.777778,5,4409.873519,
-14.0,3,4410.183129,
-14.0,3,4410.490495,
-14.0,3,4410.810414,
-14.0,3,4411.129508,
-14.0,3,4411.440894,
-12.888889,4,4411.774946,
-5.1111126,11,4412.237548,
-14.0,3,4412.552746,
-14.0,4,4413.248837,
-10.666666,6,4413.654285,
-14.0,3,4413.944613,
-14.0,3,4414.26076,
-14.0,3,4414.582958,
-14.0,3,4414.871456,
-14.0,3,4415.206593,
-14.0,3,4415.518263,
-12.888889,4,4415.852711,
-12.888889,5,4416.200525,
-14.0,3,4416.531199,
-12.888889,4,4416.855217,
-11.777778,5,4417.205047,
-7.333334,9,4417.630818,
-16.0,4,4417.99614,
-14.0,4,4418.347502,
-14.0,3,4418.660883,
-14.0,3,4418.961065,
-14.0,3,4419.267578,
-14.0,3,4419.582985,
-14.0,3,4419.90625,
-16.0,4,4420.266975,
-14.0,3,4420.560995,
-14.0,3,4420.858932,
-12.888889,4,4421.262257,
-14.0,4,4421.607373,
-14.0,4,4421.93936,
-5.1111126,11,4422.386254,
-12.888889,4,4422.732813,
-14.0,3,4423.018893,
-14.0,3,4423.327498,
-14.0,3,4423.624943,
-12.888889,4,4423.930434,
-12.888889,4,4424.236211,
-11.777778,5,4424.576582,
-12.888889,4,4424.913908,
-14.0,3,4425.221344,
-12.888889,5,4425.545598,
-14.0,3,4425.859007,
-14.0,3,4426.181126,
-11.777778,5,4426.53405,
-14.0,3,4426.843417,
-14.0,3,4427.166116,
-14.0,3,4427.485354,
-14.0,3,4427.805502,
-8.964388,6,4428.196165,
-14.0,3,4428.52215,
-7.333334,10,4428.983367,
-11.777778,6,4429.342067,
-12.888889,4,4429.647741,
-14.0,3,4430.288919,
-14.0,3,4430.614829,
-14.0,3,4430.939996,
-10.002137,7,4431.28688,
-12.888889,4,4431.611544,
-14.0,3,4431.939934,
-14.0,3,4432.252413,
-14.0,3,4432.551818,
-6.2222233,10,4432.985559,
-12.888889,4,4433.316782,
-14.0,3,4433.625132,
-14.0,3,4433.956716,
-12.888889,4,4434.304467,
-14.0,3,4434.622854,
-12.888889,4,4434.9759,
-14.0,3,4435.257204,
-12.888889,4,4435.586871,
-10.666666,6,4435.959172,
-14.0,3,4436.274874,
-14.0,3,4437.118178,
-14.0,4,4437.451471,
-16.0,4,4437.803441,
-14.0,3,4438.122637,
-12.888889,4,4438.468532,
-14.0,3,4438.800324,
-14.0,3,4439.133946,
-12.888889,5,4439.495707,
-14.0,3,4439.796311,
-14.0,3,4440.118127,
-14.0,3,4440.432115,
-12.888889,4,4440.776984,
-14.0,3,4441.072702,
-14.0,3,4441.395237,
-14.0,3,4441.706999,
-14.0,4,4442.024239,
-14.0,3,4442.361199,
-14.0,3,4442.678464,
-14.0,3,4442.97403,
-14.0,3,4443.273911,
-12.888889,4,4443.607103,
-14.0,3,4443.927578,
-12.888889,4,4444.265519,
-14.0,4,4444.59745,
-11.777778,6,4444.929523,
-8.964388,5,4445.275445,
-14.0,3,4445.600091,
-12.888889,4,4445.926778,
-11.777778,5,4446.279115,
-14.0,4,4446.606679,
-14.0,3,4446.907956,
-14.0,3,4447.618578,
-8.964388,6,4448.025191,
-14.0,3,4448.405657,
-14.0,3,4448.721084,
-12.888889,4,4449.056511,
-14.0,3,4449.345418,
-12.888889,4,4449.672182,
-12.888889,4,4450.004537,
-14.0,3,4450.315941,
-14.0,3,4450.678956,
-12.888889,5,4451.059878,
-14.0,3,4451.387583,
-12.888889,4,4451.703507,
-12.888889,4,4452.056006,
-8.964388,5,4452.447053,
-14.0,3,4452.817574,
-14.0,3,4453.13308,
-14.0,3,4453.443566,
-14.0,3,4453.727516,
-14.0,3,4454.058351,
-14.0,3,4454.387408,
-12.888889,4,4454.712559,
-12.888889,4,4455.044266,
-14.0,3,4455.365469,
-14.0,3,4455.688155,
-14.0,3,4455.995726,
-14.0,3,4456.311401,
-14.0,3,4456.640868,
-14.0,3,4456.974839,
-14.0,3,4457.272297,
-5.1111126,11,4457.751243,
-11.777778,5,4458.105411,
-14.0,3,4458.40043,
-14.0,3,4458.679313,
-14.0,4,4459.012561,
-12.888889,5,4459.378405,
-14.0,4,4459.690594,
-14.0,3,4459.997207,
-6.2222233,10,4460.457958,
-14.0,3,4460.733161,
-14.0,3,4461.069681,
-14.0,3,4461.421647,
-12.888889,4,4461.783978,
-14.0,3,4462.101037,
-14.0,3,4462.409053,
-12.888889,4,4462.710418,
-14.0,3,4463.030952,
-12.888889,4,4463.383022,
-14.0,3,4463.690798,
-14.0,3,4464.012802,
-12.888889,4,4464.741688,
-14.0,3,4465.073749,
-14.0,3,4465.398063,
-14.0,3,4465.702317,
-14.0,3,4466.031716,
-12.888889,5,4466.377742,
-14.0,3,4466.688844,
-14.0,3,4466.981316,
-14.0,3,4467.302648,
-14.0,3,4467.608868,
-14.0,3,4467.914394,
-14.0,3,4468.774175,
-14.0,3,4469.090982,
-14.0,3,4469.400004,
-14.0,3,4469.711641,
-14.0,3,4470.022551,
-14.0,6,4470.373184,
-14.0,3,4470.658069,
-12.888889,4,4470.995722,
-14.0,3,4471.324751,
-10.666666,6,4471.794621,
-14.0,3,4472.104293,
-12.888889,4,4472.443401,
-14.0,3,4472.767722,
-16.0,4,4473.114257,
-14.0,3,4473.412669,
-14.0,3,4473.736201,
-11.777778,5,4474.099113,
-14.0,3,4474.387927,
-11.777778,6,4474.756704,
-14.0,3,4475.079726,
-14.0,3,4475.397007,
-14.0,3,4475.72185,
-14.0,3,4476.045222,
-12.888889,4,4476.387746,
-12.888889,6,4476.769661,
-11.777778,5,4477.115045,
-14.0,3,4477.433536,
-14.0,3,4477.740792,
-14.0,3,4478.058762,
-14.0,3,4478.369363,
-14.0,3,4478.6791,
-11.777778,5,4479.04272,
-14.0,3,4479.364168,
-12.888889,4,4479.668393,
-14.0,3,4479.953409,
-12.888889,4,4480.280566,
-14.0,5,4480.639694,
-14.0,3,4480.963145,
