#{"t_start": 1663259016.4642055, "env_id": null}
r,l,t,is_success
222.22261,219,26659.413355,
222.22261,216,26669.106277,
28.888878,37,26670.79614,
14.444439,23,26672.02563,
223.33371,207,26678.460359,
220.0004,202,26684.789136,
47.777767,53,26686.986792,
220.0004,200,26696.175506,
224.44482,204,26702.539351,
24.444435,32,26704.058627,
2.2222195,12,26705.007082,
224.44482,215,27033.904404,
16.66666,25,27035.218063,
9.999994,23,27036.507239,
9.999994,24,27037.811888,
6.666662,19,27038.975574,
6.666662,18,27040.082926,
222.22261,200,27046.357854,
222.2226,207,27055.834405,
220.0004,200,27062.283115,
7.777773,21,27063.448287,
221.11148,202,27069.949126,
11.111105,22,27071.175204,
223.33371,210,27077.511787,
218.88928,206,27086.660197,
13.333326,25,27088.011132,
220.0004,206,27094.437903,
12.222216,21,27429.523324,
222.22261,196,27435.811807,
220.0004,189,27441.847063,
221.11151,200,27447.947522,
220.0004,200,27457.901477,
221.11151,196,27464.137497,
7.777773,20,27465.292105,
222.2226,200,27471.512864,
26.666656,34,27473.088491,
220.0004,193,27482.272229,
7.777773,17,27483.33562,
15.55555,24,27484.604897,
218.88928,189,27490.543857,
-1.9073486e-06,12,27491.496103,
3.3333302,13,27492.396136,
65.55559,69,27494.952709,
15.55555,24,27496.27138,
220.0004,187,27502.377824,
48.88888,55,27859.551203,
11.111103,25,27860.896197,
16.66666,25,27862.231201,
22.222214,35,27863.929676,
220.0004,189,27869.967404,
224.44482,194,27875.981409,
6.666662,20,27877.142374,
218.88928,185,27886.834633,
222.2226,193,27893.206115,
222.2226,190,27899.231983,
223.33372,189,27905.267968,
22.222214,30,27906.750625,
226.66705,198,27916.078331,
6.666662,20,27917.24672,
222.22261,190,27923.290126,
223.33371,193,27929.302013,
39.999985,46,28288.10934,
73.3334,76,28290.857149,
37.777763,44,28292.718971,
-1.1111126,9,28293.542102,
15.55555,24,28294.836258,
13.333326,22,28296.038192,
24.444435,32,28297.476408,
71.11116,74,28307.177318,
83.333435,85,28310.343893,
32.22221,39,28312.073015,
-1.9073486e-06,10,28312.938659,
25.555546,33,28314.438648,
15.55555,24,28315.688754,
29.999989,37,28317.310647,
43.333317,49,28319.315415,
-6.666667,4,28320.074148,
57.7778,62,28322.502609,
56.66667,61,28324.795272,
70.000046,73,28327.504104,
91.11124,92,28330.83052,
67.777824,71,28333.441909,
54.444443,59,28339.034268,
46.66665,52,28341.093327,
77.77786,80,28343.989477,
41.111095,47,28345.905765,
19.999992,28,28347.344668,
78.88898,81,28350.316939,
66.6667,70,28352.867822,
75.55563,78,28355.706849,
-1.9073486e-06,10,28356.610512,
-5.5555563,5,28357.363496,
-6.666667,4,28358.116158,
26.666656,34,28359.668708,
21.111105,29,28361.103743,
6.666662,16,28362.144861,
44.444427,50,28364.099911,
67.77782,71,28369.674914,
70.000046,73,28372.367698,
56.66667,61,28374.643394,
72.22228,75,28377.35954,
63.33336,67,28379.923538,
4.444441,14,28380.929607,
55.555557,60,28383.188697,
220.0004,186,28729.084126,
218.88928,185,28734.807267,
225.55594,195,28740.97278,
220.0004,185,28746.94737,
220.0004,184,28756.290648,
224.44484,193,28762.446368,
220.0004,188,28768.529523,
26.666656,34,28770.147676,
62.22226,66,28772.743612,
225.55594,195,28782.019709,
12.222216,26,28783.307011,
77.77785,82,28786.200463,
39.999985,46,28788.130404,
220.0004,183,28794.366992,
56.66667,62,28796.686383,
24.444435,33,28798.156416,
46.666653,52,29120.212759,
65.55559,69,29122.703268,
70.00005,73,29125.476941,
63.333374,67,29128.106124,
-1.1111126,9,29128.899171,
71.11117,74,29131.60508,
-5.5555563,5,29132.392621,
91.11124,92,29135.721794,
-5.5555563,5,29136.490439,
43.333317,49,29138.440029,
48.88887,54,29140.56526,
68.88895,72,29143.305393,
57.777794,62,29149.003316,
15.55555,24,29150.229686,
8.888884,18,29151.322267,
29.999989,37,29152.901997,
68.88893,72,29155.575961,
-3.333335,7,29156.316065,
68.88893,72,29158.962785,
63.33336,67,29161.496367,
-6.666667,4,29162.185002,
32.22221,39,29163.842143,
21.111103,29,29165.245761,
61.111137,65,29167.647219,
-5.5555563,5,29168.338952,
77.777855,80,29171.179145,
15.55555,24,29172.464473,
12.222216,21,29173.719295,
31.1111,38,29175.3898,
76.66675,79,29181.432036,
16.66666,25,29182.686257,
74.4445,77,29185.539191,
33.33332,40,29187.264473,
70.000046,73,29189.986977,
37.777763,44,29191.909058,
71.111176,74,29194.711698,
12.222216,21,29195.825772,
27.777767,35,29197.402921,
7.777773,17,29198.515973,
42.222206,48,29200.529515,
-3.333335,7,29201.308468,
44.444427,50,29203.333318,
9.999994,19,29204.504625,
13.333326,22,29205.772481,
53.333332,58,29207.933503,
223.33371,208,29553.150302,
227.77817,230,29560.085784,
220.0004,209,29566.770508,
223.33371,218,29576.942395,
220.0004,227,29584.08389,
218.88928,205,29590.43316,
220.00038,212,29597.111557,
221.11148,223,29607.15689,
224.44484,215,29613.907783,
-2.2222242,10,29952.474275,
-6.666667,4,29953.222685,
-1.1111126,11,29954.060523,
23.333324,32,29955.513143,
13.333328,22,29956.791399,
220.0004,210,29963.492789,
225.55594,219,29970.280797,
220.0004,202,29976.634366,
226.66705,217,29988.406251,
222.22261,219,29995.342667,
16.66666,29,29996.886742,
221.11148,205,30003.688551,
226.66705,208,30010.729854,
220.0004,204,30021.357933,
32.22221,42,30023.285536,
27.777767,35,30024.958971,
80.00009,82,30389.389022,
19.999992,28,30390.899695,
71.111176,74,30393.733169,
22.222214,30,30395.229944,
14.444439,23,30396.616105,
53.33334,58,30399.050825,
81.1112,83,30402.280571,
53.333332,58,30404.778644,
-6.666667,4,30405.498447,
76.66673,80,30408.480066,
4.444441,14,30409.51465,
45.55554,51,30411.629457,
74.44452,77,30414.478027,
28.888878,36,30416.078003,
35.555542,42,30422.184504,
82.22232,84,30425.182383,
68.88893,72,30427.828151,
24.444435,32,30429.381787,
18.888882,27,30430.733242,
65.55559,69,30433.361384,
-6.666667,4,30434.099997,
-1.9073486e-06,10,30434.978372,
51.1111,56,30437.197412,
-4.4444456,6,30438.298736,
66.6667,70,30440.975058,
43.333317,49,30443.014611,
75.55563,78,30445.963387,
2.2222195,12,30446.895053,
29.999989,37,30448.481096,
63.33336,67,30451.0626,
46.666653,52,30456.688384,
76.66673,80,30459.614821,
14.444439,23,30460.881075,
49.99999,55,30463.034502,
74.44452,77,30465.927285,
33.33332,40,30467.716251,
-6.666667,4,30468.357482,
39.999985,46,30470.22446,
43.333317,49,30472.164107,
-2.2222242,8,30472.976448,
53.333332,58,30475.16377,
63.33336,67,30477.675764,
-1.9073486e-06,10,30478.552114,
34.44443,41,30480.313808,
-5.5555563,5,30481.04549,
220.0004,252,30821.942842,
220.0004,267,30830.59059,
220.0004,257,30838.93341,
220.0004,252,30850.791526,
223.33371,306,30860.001962,
218.88928,259,30868.052779,
224.44482,263,30876.055738,
228.88928,287,31219.837332,
220.0004,234,31227.063056,
45.55554,53,31229.23534,
220.0004,231,31236.361417,
220.0004,254,31247.676412,
227.77817,257,31255.232257,
224.44482,274,31263.088916,
218.88928,239,31270.15352,
220.0004,227,31637.330026,
220.0004,266,31645.1989,
218.88928,249,31652.899674,
224.44482,257,31666.774566,
220.0004,235,31674.612319,
222.22261,260,31682.658905,
222.22261,243,31690.411738,
226.66705,289,31702.846792,
63.33336,67,32075.265833,
80.000084,82,32078.580169,
47.777767,53,32080.903957,
80.00009,82,32083.883681,
60.000015,64,32086.253306,
24.444435,32,32087.775864,
3.3333302,13,32088.768633,
-5.5555563,5,32089.489073,
39.999985,46,32091.346008,
16.66666,25,32092.656384,
-5.5555563,5,32093.426873,
-6.666667,4,32094.15146,
-3.333335,7,32094.97014,
7.777773,17,32096.034582,
52.22221,57,32098.185473,
77.77785,81,32101.183663,
63.333374,67,32103.788163,
-4.4444456,6,32104.517123,
72.22228,75,32111.715958,
4.444441,14,32112.727472,
47.77776,53,32114.884986,
76.66675,79,32117.848784,
-1.9073486e-06,10,32118.793179,
46.666653,52,32120.916341,
33.33332,40,32122.692875,
13.333326,22,32123.901569,
80.00008,83,32126.966428,
90.00012,91,32130.244404,
71.111176,75,32132.993772,
70.00006,73,32135.660756,
60.00003,64,32138.020433,
-4.4444456,6,32138.792022,
60.000015,64,32141.346413,
26.666656,34,32146.633271,
54.444458,59,32149.034875,
9.999994,19,32150.152752,
14.444439,23,32151.409206,
218.88928,293,32159.887019,
-5.5555563,5,32160.641451,
4.444441,14,32161.568328,
63.33336,67,32164.091624,
220.0004,231,32567.638903,
222.22261,247,32575.386709,
220.0004,225,32583.4855,
220.00038,236,32591.381752,
220.0004,244,32603.342106,
220.0004,240,32611.430681,
220.0004,240,32619.163548,
224.44484,255,32627.504063,
77.77786,80,33092.090375,
88.88899,92,33095.618797,
54.444443,59,33098.004965,
66.6667,70,33100.788368,
22.222214,30,33102.341564,
25.555546,33,33104.008008,
-3.333335,8,33104.905491,
66.6667,71,33107.69098,
51.1111,56,33109.976433,
57.777786,62,33112.470537,
39.999985,46,33114.458362,
73.3334,76,33117.380479,
36.666653,43,33119.335606,
-1.9073486e-06,10,33120.249966,
15.55555,24,33121.631731,
12.222216,21,33122.874504,
23.333324,31,33130.563852,
72.222275,75,33133.570861,
39.999985,46,33135.588139,
26.666656,34,33137.296764,
23.333324,31,33138.893373,
81.1112,85,33142.254995,
220.0004,237,33150.081934,
-3.333335,8,33151.001849,
-6.666667,4,33151.802524,
71.111176,74,33154.694451,
34.44443,41,33156.620857,
65.5556,69,33159.387822,
220.00038,280,33172.221905,
18.888882,27,33173.738063,
58.888916,63,33176.366889,
64.44449,68,33179.043143,
63.33336,67,33181.68234,
-4.4444456,6,33182.523937,
224.44484,276,33678.190722,
221.1115,252,33686.124789,
225.55594,255,33694.151158,
225.55594,301,33707.623151,
221.11151,269,33716.12391,
70.000046,74,33718.968199,
220.0004,253,33726.779082,
223.33372,287,33735.447472,
25.555546,33,34396.845025,
17.777771,26,34398.193673,
44.444427,50,34400.189302,
19.999992,28,34401.539631,
13.333326,22,34402.785898,
14.444439,23,34404.092227,
220.0004,204,34410.95509,
46.66665,52,34413.109115,
54.444458,59,34415.479383,
22.222214,30,34417.001173,
-1.1111126,11,34417.933352,
218.88928,213,34424.70777,
4.444441,17,34425.858458,
3.3333302,16,34427.001975,
61.111137,66,34429.562405,
77.777855,80,34436.705585,
-3.333335,8,34437.589991,
221.1115,213,34444.397381,
218.88928,219,34451.479589,
65.5556,69,34454.268949,
49.999996,55,34456.55354,
14.444439,23,34457.8989,
49.999996,55,34460.182715,
22.222214,30,34461.66313,
17.777771,26,34463.031234,
13.333328,22,34464.295769,
36.666653,44,34466.189023,
36.666653,44,34468.072313,
220.00038,215,34478.902628,
223.33371,237,35317.751267,
218.88928,240,35325.14546,
225.55594,271,35333.362753,
223.33372,258,35341.288002,
221.11148,259,35353.506974,
220.00038,240,35361.175608,
45.99998,59,35363.606227,
220.0004,266,35372.197308,
220.0004,248,36196.455869,
222.22261,220,36203.397651,
220.0004,254,36211.38561,
220.0004,227,36218.714894,
220.0004,230,36230.313928,
220.0004,225,36237.639433,
223.33372,211,36244.348883,
220.0004,227,36251.786584,
4.444441,17,37076.191507,
4.444441,17,37077.368365,
11.111105,21,37078.616504,
37.777763,44,37080.582761,
4.444441,17,37081.75085,
4.444441,17,37082.883518,
47.77776,53,37085.029521,
58.8889,63,37087.467506,
222.2226,202,37094.298477,
24.444435,32,37095.904163,
3.3333302,16,37096.985843,
223.33372,202,37103.534628,
218.88928,207,37110.306453,
220.0004,208,37121.497664,
218.88928,202,37128.164761,
220.0004,221,37135.60224,
17.777771,26,37136.995747,
221.1115,204,37143.612652,
222.22261,211,37154.522467,
29.999989,37,37566.848226,
63.333366,67,37569.438615,
41.111095,47,37571.438102,
47.77776,53,37573.564167,
73.3334,76,37576.432173,
6.666662,19,37577.599161,
67.77782,71,37580.305129,
68.88893,72,37583.060702,
56.66667,61,37585.441766,
60.000015,64,37587.946403,
48.88887,55,37590.139672,
78.88898,81,37593.071107,
39.99998,46,37595.051063,
57.777786,62,37597.450457,
17.777771,26,37598.727571,
68.88893,72,37605.901594,
60.00003,64,37608.468643,
17.777771,26,37609.811603,
78.88898,82,37612.844856,
64.44448,68,37615.508294,
8.888884,20,37616.71903,
31.1111,38,37618.439479,
43.333317,49,37620.501621,
55.555565,60,37622.892866,
61.11113,65,37625.43524,
65.5556,69,37628.069485,
27.777767,36,37629.691247,
29.999989,37,37631.394946,
41.111095,47,37633.401438,
80.00009,82,37636.379588,
6.666662,16,37637.429037,
60.000015,64,37639.862938,
218.88928,186,37649.944569,
73.33339,78,37652.915876,
8.888884,21,37654.188199,
220.0004,199,38357.09097,
225.55594,200,38363.431594,
220.0004,190,38379.633047,
220.0004,186,38386.022112,
220.0004,191,38392.339803,
222.2226,194,38398.679644,
223.33371,196,38405.074512,
220.0004,190,38411.217429,
224.44482,201,38422.320127,
227.77817,206,38429.299705,
65.55559,69,38987.938025,
76.66675,79,38990.885363,
7.777773,19,38992.102834,
-1.1111126,10,38993.042598,
-2.2222242,9,38993.959803,
25.555546,33,38995.515075,
19.999992,28,38996.979069,
7.777773,17,38998.096983,
44.444427,50,39000.133888,
67.77782,71,39002.859663,
70.000046,73,39005.639778,
56.66667,61,39007.981916,
74.44452,77,39010.847152,
62.22225,66,39013.465348,
3.3333302,13,39014.492893,
57.777786,62,39016.900376,
65.55559,69,39019.562291,
64.44447,68,39022.23403,
73.333405,76,39029.576854,
35.555542,42,39031.517804,
82.22232,84,39034.81004,
93.333466,95,39038.388927,
41.111095,47,39040.491876,
45.55554,51,39042.777165,
25.555546,33,39044.463176,
65.5556,69,39047.199328,
35.555542,42,39049.086517,
1.1111088,13,39050.060906,
52.22221,57,39052.363448,
38.888874,45,39054.375708,
100.00015,101,39058.126272,
49.999985,55,39060.347588,
16.66666,25,39061.679783,
76.66673,79,39064.690843,
46.666653,52,39071.26334,
64.44447,68,39073.870026,
72.22229,76,39448.800625,
-1.1111126,9,39449.638301,
218.88928,207,39455.984023,
1.1111088,13,39457.039104,
100.00015,101,39461.106677,
3.3333302,16,39462.260649,
49.999996,55,39464.4449,
47.77776,53,39466.607692,
220.0004,191,39472.841672,
57.777786,62,39475.251997,
15.55555,24,39476.526982,
6.666662,16,39477.645743,
28.888878,36,39479.256912,
71.11116,74,39482.087859,
-3.333335,7,39482.888415,
66.6667,70,39490.17714,
220.00038,203,39496.734679,
1.1111088,13,39497.744409,
34.44443,41,39499.551233,
19.999992,28,39501.004303,
56.666687,61,39503.396707,
1.1111088,14,39504.390699,
220.00038,199,39510.697786,
13.333328,22,39511.981082,
11.111105,20,39513.241023,
31.1111,38,39514.961524,
77.77786,80,39517.911483,
17.777771,26,39519.255278,
80.00008,83,39522.358621,
220.0004,189,39532.898818,
37.777763,44,39917.105619,
74.44452,77,39920.071059,
15.55555,24,39921.323502,
25.555546,33,39922.8984,
8.888884,18,39924.088814,
38.888874,45,39926.076695,
-3.333335,7,39926.896676,
44.444427,50,39929.03879,
12.222216,21,39930.324194,
13.333326,22,39931.59735,
223.33371,193,39937.789011,
77.777855,80,39940.735699,
62.222244,66,39943.187953,
21.111105,29,39944.652415,
13.333326,22,39945.918278,
49.99998,55,39948.166761,
-1.9073486e-06,10,39949.056325,
77.77786,80,39952.033389,
-5.5555563,5,39952.816155,
57.777794,62,39959.94066,
39.999985,46,39961.967556,
62.22226,66,39964.570745,
-4.4444456,7,39965.439467,
-1.1111126,11,39966.812525,
-1.9073486e-06,12,39967.733572,
17.777771,26,39969.073166,
14.444439,23,39970.424115,
82.22232,84,39973.638564,
32.22221,39,39975.392274,
220.00038,187,39981.392077,
26.666656,34,39982.866215,
68.88893,72,39985.516367,
2.2222195,13,39986.51538,
65.555595,70,39989.116172,
33.33332,41,39990.926147,
7.777773,17,39992.075954,
14.444439,23,39993.343042,
31.1111,38,39995.033385,
47.77776,53,39997.145527,
218.88928,185,40007.566377,
21.111103,29,40009.087623,
-2.2222242,9,40009.898667,
15.55555,24,40392.786503,
220.0004,188,40398.943185,
220.0004,186,40404.904343,
48.88887,54,40407.132581,
-2.2222242,10,40407.997845,
66.6667,70,40410.678,
9.999994,20,40411.934602,
44.444427,50,40414.088161,
70.00006,73,40416.88668,
61.111115,69,40419.477246,
39.999985,47,40421.428829,
220.0004,186,40427.39776,
222.22261,189,40438.030014,
36.666653,45,40439.997113,
18.888882,27,40441.377244,
64.44447,68,40444.019684,
4.444441,17,40445.169195,
11.111105,23,40446.469791,
223.33371,194,40452.763921,
2.2222195,14,40453.807284,
220.00038,189,40459.917384,
47.77776,54,40462.156839,
75.55563,78,40465.157484,
8.888884,19,40466.326758,
26.666656,34,40467.873495,
63.33336,67,40470.476859,
47.777767,53,40477.130938,
220.0004,200,40855.985014,
223.33372,210,40862.492846,
220.0004,191,40868.995884,
220.0004,192,40875.328225,
220.00038,203,40881.826626,
224.44484,200,40892.841053,
224.44482,208,40899.40734,
220.0004,201,40905.813479,
222.22261,200,40912.08127,
223.33372,195,40918.284576,
32.22221,39,41305.234322,
-6.666667,4,41305.950976,
17.777771,26,41307.364789,
55.555573,60,41309.812623,
-3.333335,8,41310.703882,
4.444441,14,41311.769321,
41.111095,47,41313.664862,
67.77782,71,41316.379893,
85.555664,88,41319.601368,
39.999985,46,41321.600198,
41.111095,47,41323.6051,
14.444439,23,41324.917923,
1.1111088,11,41325.90577,
35.555542,42,41327.81531,
80.00009,82,41330.934611,
13.333326,22,41332.18511,
17.777771,26,41333.506979,
60.000015,64,41336.024442,
70.00006,73,41338.842968,
-1.9073486e-06,10,41339.819299,
60.00003,64,41342.315395,
-5.5555563,5,41343.057779,
80.00009,82,41350.830015,
41.111095,47,41352.873251,
-6.666667,4,41353.569559,
58.8889,63,41356.031919,
53.33333,58,41358.344268,
22.222214,30,41359.875094,
13.333326,22,41361.120862,
65.55559,69,41363.728905,
88.88901,91,41367.146576,
46.666653,52,41369.425096,
43.333317,49,41371.488791,
60.000015,64,41373.972609,
23.333324,31,41375.543455,
3.3333302,13,41376.589394,
72.22229,75,41379.450174,
43.333317,49,41381.498254,
16.66666,25,41382.892942,
-6.666667,4,41383.68247,
-5.5555563,5,41384.488748,
-2.2222242,8,41385.799498,
8.888884,18,41387.000865,
47.77776,53,41389.150868,
67.77782,71,41391.91467,
65.5556,69,41399.582296,
-6.666667,4,41400.305897,
74.44452,77,41403.251774,
4.444441,14,41404.303811,
218.88928,260,41783.412698,
220.0004,255,41791.292024,
220.0004,259,41799.080323,
153.33148,170,41804.735717,
220.0004,252,41812.356357,
222.22263,236,41824.564666,
220.0004,255,41832.414668,
221.1115,256,41839.913681,
63.33336,67,42223.606757,
-1.1111126,10,42224.542457,
60.000015,64,42227.035606,
27.777767,35,42228.722038,
58.888916,63,42231.293539,
7.777773,17,42232.398627,
15.55555,24,42233.757885,
-5.5555563,5,42234.569115,
5.5555515,18,42235.748337,
2.2222195,12,42236.692965,
63.33336,67,42239.264439,
14.444439,23,42240.617194,
75.55563,78,42243.574972,
57.777786,62,42246.051301,
37.777763,44,42248.012503,
-1.9073486e-06,12,42249.022099,
19.999992,28,42250.483227,
-1.9073486e-06,10,42251.449219,
48.88888,54,42253.660415,
41.11109,47,42255.595227,
-3.333335,8,42256.492166,
-1.9073486e-06,12,42257.417138,
68.88894,72,42260.115117,
72.222275,77,42262.945415,
65.55559,69,42270.367396,
24.444435,32,42271.934558,
25.555546,33,42273.547056,
-3.333335,8,42274.417971,
54.444443,59,42276.775552,
49.999985,55,42278.95103,
60.000015,64,42281.422865,
42.222206,48,42283.409147,
73.333405,76,42286.671391,
34.44443,41,42288.53769,
1.1111088,11,42289.465183,
15.55555,24,42290.847533,
12.222216,21,42292.077189,
24.444435,32,42293.592501,
71.11116,74,42296.434615,
37.777763,44,42298.301679,
25.555546,33,42299.906843,
24.444435,32,42301.494304,
63.333366,67,42304.142579,
91.11124,92,42307.599103,
-2.2222242,9,42308.525144,
-1.1111126,11,42309.482881,
225.55595,263,42668.295971,
220.0004,267,42676.407857,
220.0004,319,42685.743265,
227.77817,256,42693.569585,
220.0004,287,42707.165051,
220.0004,275,42715.589145,
223.33372,307,42724.600148,
44.444427,50,43106.465307,
45.55554,51,43108.544202,
71.11116,74,43111.291446,
31.1111,38,43112.986574,
28.888878,36,43114.659738,
64.44447,68,43117.220489,
64.44447,68,43119.773063,
16.66666,25,43121.071694,
65.55559,69,43123.652236,
76.66673,79,43126.549841,
27.777767,35,43128.217417,
19.999992,28,43129.667332,
44.444427,50,43131.711622,
19.999992,28,43133.117091,
12.222216,21,43134.383142,
15.55555,24,43135.78357,
87.77789,89,43139.1051,
43.333317,49,43141.121761,
55.555573,60,43143.515552,
24.444435,32,43145.084583,
-5.5555563,5,43145.83494,
83.18457,85,43153.981506,
-6.666667,4,43154.756562,
-5.5555563,5,43155.61703,
53.33333,58,43157.88079,
76.66674,79,43160.826154,
-4.4444456,6,43161.63286,
61.11113,65,43164.548734,
78.88898,81,43167.613,
65.5556,69,43170.357793,
46.666653,52,43172.475145,
12.222218,21,43173.745631,
51.11111,56,43176.011473,
21.111103,29,43177.430486,
17.777771,26,43178.762631,
14.444439,23,43180.025821,
34.44443,41,43181.867511,
31.1111,38,43183.552487,
75.555626,78,43186.435381,
74.44452,77,43189.283306,
66.6667,70,43191.98904,
77.77786,80,43194.935579,
166.59149,177,43584.459482,
221.1115,191,43590.628368,
220.0004,193,43596.805175,
224.44482,202,43603.298222,
33.33332,43,43605.246977,
36.666653,43,43607.177759,
39.999985,53,43609.371779,
156.59148,168,43614.955364,
12.222216,24,43616.337254,
155.55374,167,43627.337143,
24.444435,32,43628.958677,
24.444435,35,43630.517911,
61.11113,65,43633.054603,
25.555546,37,43634.810326,
23.333324,38,43636.583223,
17.777767,32,43638.185937,
26.666656,41,43640.05571,
16.66666,27,43641.457297,
161.10928,178,43647.328117,
23.333324,38,43649.098453,
11.111105,25,43650.444077,
223.33371,199,43656.730539,
222.22261,190,44038.087867,
226.66705,202,44044.420311,
220.00038,198,44050.824156,
223.33371,192,44056.894678,
218.88928,189,44062.873311,
220.0004,189,44068.886553,
218.88928,189,44080.064111,
220.0004,187,44086.2996,
220.0004,192,44092.572952,
221.11151,189,44098.571569,
220.0004,186,44484.410514,
31.1111,38,44486.254641,
221.11151,195,44492.572496,
42.222206,48,44494.600787,
223.33371,200,44501.060669,
221.1115,190,44507.28356,
17.777771,31,44508.800918,
84.444534,88,44512.010648,
222.2226,192,44518.259289,
222.2226,193,44529.973221,
60.000015,64,44532.489604,
225.55594,201,44538.97487,
220.0004,186,44544.951938,
224.44482,199,44551.285515,
36.666653,46,45002.957779,
222.22263,189,45009.0785,
220.0004,187,45015.263005,
94.88901,114,45019.17168,
93.77792,105,45022.896301,
118.22244,132,45027.66186,
220.0004,195,45034.084658,
220.0004,191,45045.624307,
79.33342,93,45049.083008,
111.55574,125,45053.577335,
221.11151,189,45059.867436,
220.0004,186,45065.977112,
227.77817,201,45072.472854,
224.44484,195,45460.853482,
218.88928,185,45466.84604,
220.0004,194,45473.101655,
224.44484,191,45479.345123,
218.88928,184,45485.268961,
222.2226,191,45491.445458,
220.00038,197,45503.397045,
220.0004,186,45509.543477,
-4.000002,15,45510.556275,
225.55594,196,45516.790594,
220.0004,187,45522.883407,
225.55594,197,46360.44244,
220.00038,197,46366.897959,
226.66705,198,46373.140949,
227.77817,202,46379.563597,
225.55594,197,46385.819999,
224.44482,195,46392.033021,
220.00038,199,46404.313477,
220.0004,188,46410.629717,
222.22261,190,46416.877401,
222.22263,189,46435.059461,
220.00038,198,46742.316542,
220.00038,197,46748.918263,
220.00038,198,46755.314629,
227.77817,202,46761.588755,
228.88928,203,46768.083059,
220.0004,184,46774.057778,
225.55594,196,46785.931432,
220.0004,187,46792.031502,
226.66705,199,46798.322477,
222.2226,188,46804.264778,
222.2226,206,47135.312996,
226.66705,217,47142.267524,
220.00038,194,47148.592624,
220.00038,194,47154.938972,
226.66705,205,47161.481883,
223.33372,207,47168.085492,
218.88928,184,47179.675257,
227.77817,219,47186.807265,
218.88928,184,47192.768635,
227.77817,202,47507.685667,
220.0004,187,47513.828141,
220.0004,185,47519.773653,
223.33371,192,47525.9924,
220.00038,197,47532.375405,
223.33372,188,47538.444492,
220.00038,194,47550.679933,
220.0004,187,47556.985551,
220.0004,184,47563.055275,
226.66705,198,47569.443625,
218.88928,183,47886.509022,
222.22261,187,47892.558116,
226.66705,198,47898.968955,
220.0004,191,47905.261431,
157.77808,162,47910.706437,
24.444431,39,47912.528958,
62.222244,76,47915.474617,
223.33371,190,47921.726888,
29.999985,44,47929.187148,
220.00037,185,47935.30008,
224.44484,192,47941.777976,
135.55582,139,47946.704926,
86.66676,100,47950.339041,
61.11113,65,48256.464231,
220.0004,187,48262.632579,
222.22261,187,48269.204042,
220.0004,191,48275.630123,
222.22261,190,48281.753985,
220.0004,184,48287.730896,
220.0004,189,48294.005739,
65.55559,81,48296.993753,
224.44482,192,48309.016937,
224.44484,191,48315.21651,
220.00038,196,48321.542104,
222.22261,188,48327.565062,
220.00038,197,48639.121165,
225.55594,196,48645.546716,
220.00038,200,48652.109238,
227.77817,203,48658.680743,
220.00038,188,48664.894318,
220.00038,199,48671.500352,
220.00038,198,48684.330101,
220.00038,190,48690.581948,
223.33371,192,48696.761257,
220.00038,199,48703.316657,
53.33334,60,49022.528337,
227.77817,200,49029.058978,
220.00038,195,49035.533354,
220.0004,188,49041.831936,
220.0004,185,49048.035788,
220.0004,192,49054.430957,
227.77817,200,49060.926446,
224.44484,189,49073.174812,
218.88928,185,49079.364619,
220.00038,195,49085.890096,
220.0004,186,49092.081496,
218.88928,186,49457.791891,
224.44482,196,49464.170288,
220.00038,200,49470.681224,
222.22261,193,49476.795399,
222.2226,193,49483.017075,
226.66705,203,49489.623924,
220.00038,195,49502.045754,
223.33371,192,49508.345726,
220.0004,188,49514.538018,
220.0004,191,49520.938091,
224.44482,191,49897.460655,
226.66705,203,49903.97908,
220.00038,198,49910.474478,
218.88928,187,49916.507492,
224.44484,195,49922.766936,
227.77817,205,49929.792516,
220.00038,200,49942.548188,
220.00038,200,49949.265779,
220.00038,199,49955.960593,
220.00038,195,49962.432401,
222.22261,189,50332.040536,
220.0004,187,50338.274394,
220.00038,198,50344.790139,
221.11151,188,50350.91816,
220.0004,196,50357.383514,
223.33372,194,50363.68565,
218.88928,186,50369.736195,
17.777767,30,50377.572436,
64.44449,70,50380.359074,
225.55595,200,50386.922509,
33.33332,43,50388.866967,
221.11148,188,50395.141677,
139.3336,151,50779.224301,
148.22253,160,50784.561819,
70.00005,74,50787.262896,
2.2222195,14,50788.310975,
157.11145,170,50793.929915,
45.55554,54,50796.153595,
54.444458,59,50798.597411,
6.666662,16,50799.672468,
28.888878,39,50801.428695,
92.22235,95,50804.870435,
12.222216,26,50806.285838,
11.111105,22,50807.52283,
63.33336,67,50810.125118,
12.222216,21,50811.427043,
110.000175,113,50815.488173,
144.88916,158,50820.905931,
38.888874,45,50829.34311,
7.777773,21,50830.659898,
19.999992,28,50832.181313,
4.444441,15,50833.326313,
48.88888,54,50835.630589,
65.55559,72,50838.385967,
6.6666603,20,50839.651986,
151.55588,163,50845.210331,
68.88893,72,50847.962999,
56.66667,61,50850.357007,
63.33336,67,50853.0522,
26.666656,34,50854.695471,
34.44443,42,50856.589176,
1.1111088,13,50857.623201,
223.33372,196,51252.49167,
167.11145,180,51258.344235,
224.44482,199,51264.727196,
221.1115,188,51270.718596,
172.66702,190,51276.904298,
220.0004,196,51283.279591,
228.88928,208,51289.983173,
220.0004,193,51302.735931,
226.66705,203,51309.320218,
221.1115,189,51315.508244,
45.55554,54,51693.94839,
28.888878,36,51695.698741,
