#{"t_start": 1665418421.216946, "env_id": null}
r,l,t,is_success
-64.11325,26,10111.931751,
-33.371082,13,10112.394517,
-45.224358,18,10113.1628,
-56.448723,30,10113.950703,
-60.930912,32,10114.797897,
-43.224358,16,10115.344276,
-46.262108,19,10115.932246,
-11.633192,19,10117.402882,
-56.262108,20,10118.010761,
-61.557693,25,10118.745447,
-50.113247,22,10119.403921,
-8.891027,8,10119.799061,
-29.371082,11,10120.251583,
-48.74431,27,10120.9868,
-27.371082,10,10121.374258,
-8.964388,5,10121.695629,
-8.964388,5,10122.023018,
-0.59758186,17,10122.574094,
-27.371082,10,10122.999803,
-22.482193,6,10123.335262,
-38.81553,13,10123.817734,
-8.964388,5,10124.152117,
-22.482193,6,10124.495605,
-37.706554,20,10125.067247,
-29.371082,11,10125.490967,
-38.81553,13,10126.369267,
-23.224361,16,10126.899864,
-29.371082,11,10127.329277,
-54.81553,21,10127.939911,
-8.964388,6,10128.271278,
-8.964388,5,10128.56402,
-33.371082,13,10129.022293,
-62.188747,27,10129.743083,
-14.0,3,10130.032477,
-5.8554134,12,10130.503442,
-7.8532767,6,10130.825205,
-10.002137,8,10131.194642,
-22.482193,6,10131.535786,
-31.706554,17,10132.067862,
-51.00214,25,10132.751842,
-22.482193,6,10133.094171,
-10.964388,7,10133.458494,
-8.964388,5,10133.785799,
-16.115387,23,10134.458179,
-8.964388,5,10134.765724,
-10.964388,6,10135.111159,
-8.891027,9,10135.518809,
-15.855415,17,10136.079284,
-38.26211,19,10136.679679,
-65.151,22,10137.345548,
-52.81553,16,10137.868715,
-11.5576935,18,10138.434996,
-47.373222,18,10139.217426,
-10.964388,6,10139.570395,
-46.482193,10,10139.999578,
-29.226498,23,10140.673691,
-43.371082,14,10141.175211,
-38.81553,13,10141.651069,
-33.371082,13,10142.115139,
-8.891027,8,10142.469217,
-1.4864693,18,10143.009788,
-12.964388,7,10143.37475,
-8.964388,5,10143.698039,
-23.371082,8,10144.04528,
-8.964388,5,10144.358948,
-35.706554,19,10144.962431,
-41.371082,13,10145.420702,
-22.482193,6,10145.750762,
-8.891027,10,10146.175747,
-45.704414,14,10146.636812,
-27.371082,10,10147.008653,
-27.371082,10,10147.413628,
-10.964388,6,10147.746162,
-51.371082,14,10148.210415,
-29.371082,11,10148.637643,
-8.891027,8,10148.985273,
-27.371082,10,10149.387603,
0.51352787,18,10149.972926,
-24.482193,7,10150.32163,
-25.371082,9,10151.60555,
-10.002137,7,10151.979324,
-70.964386,13,10152.474874,
-31.371082,12,10152.944607,
-52.113247,23,10153.625214,
-22.482193,6,10153.971316,
-32.964386,10,10154.380352,
-27.371082,10,10154.813469,
-31.706554,17,10155.362109,
-22.482193,6,10155.71853,
-8.964388,5,10156.034054,
-67.37322,21,10156.677919,
-22.482193,6,10157.023595,
-45.371082,15,10157.567754,
-24.186611,14,10158.061234,
-5.966527,19,10158.626735,
-19.077637,20,10159.233753,
-27.079775,29,10160.050261,
-10.8910265,10,10160.484196,
-8.964388,5,10160.807899,
-31.371082,12,10161.282148,
-31.706554,18,10161.868319,
-8.964388,5,10162.184561,
-12.964388,7,10162.740729,
-28.482193,9,10163.135157,
-24.482193,7,10163.483221,
-8.964388,5,10163.795823,
-10.891027,9,10164.198512,
-38.817665,18,10164.788265,
-22.482193,6,10165.141516,
-24.482193,7,10165.502029,
-62.115387,31,10166.342256,
-48.92878,26,10167.047512,
-27.371082,10,10167.460649,
-31.706554,17,10168.017932,
-37.371082,11,10168.447512,
-29.371082,11,10168.889414,
-8.964388,5,10169.198821,
-29.077637,26,10169.908057,
-8.964388,5,10170.225536,
-8.817664,12,10170.650579,
-27.371082,10,10171.049419,
-37.371082,15,10171.54502,
-15.853277,10,10171.979027,
-8.964388,5,10172.308706,
-41.371082,13,10172.80119,
-24.482193,7,10173.162378,
-33.371082,13,10173.642842,
-8.891027,8,10174.022697,
-22.482193,6,10174.360524,
-72.59544,23,10175.02022,
-10.964388,6,10175.367917,
-22.482193,6,10175.695926,
-41.226494,20,10176.328739,
-23.224358,15,10176.855922,
-7.7799153,10,10177.272421,
-41.371082,13,10177.732871,
-22.482193,6,10178.083711,
-22.482193,6,10178.400794,
-27.371082,10,10178.818869,
-17.853277,11,10179.269663,
-12.964388,7,10179.623597,
-31.633194,20,10180.247186,
-33.371082,13,10180.710436,
-33.371082,13,10181.194643,
-8.964388,5,10181.520548,
-8.964388,5,10181.829433,
-45.224358,18,10182.383041,
-29.226498,22,10183.039888,
-38.81553,13,10184.412241,
-38.81553,13,10184.905396,
-32.668804,18,10185.508992,
-51.85328,26,10186.286047,
-8.891027,8,10186.87097,
-96.48219,15,10187.390715,
-50.113247,22,10188.059697,
-12.964388,7,10188.430852,
-82.59544,39,10189.448653,
-22.482193,6,10189.808576,
-4.817664,9,10190.223219,
-41.371082,13,10190.698809,
-38.522083,22,10191.33119,
-41.299862,15,10191.850936,
-8.964388,5,10192.168181,
-27.33761,28,10192.898783,
-38.81553,13,10193.384049,
-38.81553,13,10193.858132,
-8.964388,5,10194.20505,
-56.89745,57,10195.560885,
-20.964388,8,10195.957019,
-39.371082,12,10196.423799,
-27.371082,10,10196.84419,
-27.371082,10,10197.264097,
-43.631054,20,10197.89724,
-12.964388,7,10198.261245,
-22.482193,6,10198.609614,
-27.371082,10,10199.018761,
-35.371082,14,10199.507341,
-23.151001,17,10200.068376,
-41.371082,13,10200.529125,
-58.039886,26,10201.26051,
-8.891027,8,10201.6544,
-61.446583,14,10202.151792,
-31.706554,17,10202.703455,
-7.7799153,9,10203.118503,
-15.853277,10,10203.528322,
-23.224361,16,10204.036758,
-29.371082,11,10208.184938,
-8.964388,5,10208.540585,
-10.964388,6,10208.909308,
-3.7065535,11,10209.367841,
-8.964388,5,10209.710706,
-8.964388,5,10210.058327,
-46.262108,21,10210.748243,
-8.964388,5,10211.110154,
-10.964388,6,10211.479657,
-8.964388,6,10211.843577,
-23.371082,10,10212.31207,
-8.964388,5,10212.624959,
-22.482193,6,10212.978175,
-12.815527,7,10213.349371,
-7.8532767,7,10213.740196,
-12.815527,8,10214.162581,
-14.0,3,10214.696552,
-8.964388,6,10215.070496,
-10.002137,7,10215.462773,
-28.891026,10,10215.926382,
-36.482193,10,10216.383381,
-8.964388,5,10216.717273,
-12.964388,7,10217.110711,
-42.482193,8,10217.515975,
-8.964388,5,10217.925924,
-8.964388,5,10218.277023,
-8.964388,5,10218.618531,
-8.964388,5,10218.959999,
-8.964388,5,10219.306955,
0.5868902,23,10220.053854,
-8.964388,5,10220.409244,
-8.964388,5,10220.770287,
-8.964388,6,10222.054291,
-8.964388,5,10222.373755,
-8.964388,5,10222.711075,
-12.815527,7,10223.104924,
-8.964388,5,10223.485565,
-8.964388,5,10223.8412,
-8.964388,5,10224.179525,
-8.964388,5,10224.531716,
-7.8532763,6,10224.922105,
-22.482193,6,10225.297967,
-8.964388,5,10225.641652,
-22.482193,6,10226.022401,
-8.891027,8,10226.443216,
-10.964388,6,10226.823207,
-22.482193,6,10227.178415,
-36.482193,9,10227.603909,
-20.299862,25,10228.372406,
-10.964388,6,10228.744344,
-34.482193,8,10229.14961,
-22.482193,6,10229.518563,
-8.964388,5,10229.853268,
-14.0,3,10230.143513,
-16.742167,12,10230.633737,
-9.853276,8,10231.024542,
-8.964388,5,10231.365789,
-10.964388,6,10231.739525,
-22.482193,6,10232.078197,
-8.964388,5,10232.430741,
-8.964388,6,10232.811624,
-13.631055,12,10233.349036,
-8.964388,5,10233.68526,
-8.964388,5,10234.014629,
-10.964388,6,10234.338824,
-11.817667,21,10234.964003,
-4.817664,11,10235.607989,
-7.8532767,6,10235.959723,
-8.964388,5,10236.286589,
-8.964388,5,10236.597374,
-8.964388,5,10236.930264,
-9.2243595,13,10237.421108,
-12.964388,7,10237.775611,
-8.964388,6,10238.132287,
-8.964388,5,10238.445517,
-94.81552,27,10239.206779,
-8.964388,5,10239.524173,
-8.964388,5,10239.849831,
-10.964388,6,10240.17985,
-8.448721,22,10240.847255,
-8.964388,5,10241.186026,
-22.482193,6,10241.542379,
-8.964388,5,10241.859903,
-8.964388,5,10242.188705,
-8.964388,5,10242.517257,
-8.964388,5,10242.855196,
-8.964388,5,10243.171598,
-8.964388,5,10243.473697,
-8.964388,5,10243.794581,
-1.782052,12,10244.237836,
-22.482193,6,10244.573739,
-8.964388,5,10244.889592,
-8.891027,8,10245.284645,
-12.964388,7,10245.643984,
-8.964388,5,10245.965698,
-8.8910265,8,10246.300135,
-8.964388,5,10246.623974,
-10.964388,6,10246.957697,
-8.964388,6,10247.297026,
-15.853277,10,10247.706696,
-8.964388,6,10248.045709,
-15.853277,10,10248.456842,
-10.964388,6,10248.771104,
-10.964388,6,10249.114389,
-22.482193,6,10249.459316,
-8.891027,8,10249.84471,
-8.964388,5,10250.151875,
-8.964388,5,10250.455387,
2.3646688,21,10251.071898,
-42.964386,14,10251.540421,
-5.9287763,8,10251.919409,
-8.964388,5,10252.261282,
-22.482193,6,10252.617205,
-27.371082,10,10253.049976,
-22.482193,6,10253.38765,
-44.742165,15,10253.909941,
-22.482193,6,10254.468371,
-8.964388,5,10254.792443,
-22.482193,6,10255.110297,
-8.964388,5,10255.421012,
-14.0,3,10255.734506,
-8.964388,5,10256.065377,
-39.373222,15,10256.590345,
-8.964388,6,10256.930333,
-8.964388,5,10257.2472,
-8.891027,9,10257.624061,
-8.964388,5,10257.944557,
-8.964388,5,10258.255477,
-8.964388,5,10258.581103,
-8.964388,5,10258.899279,
-8.964388,5,10259.209182,
-10.964388,6,10259.54339,
-8.964388,5,10259.86361,
-9.853276,8,10261.171356,
-8.964388,5,10261.50927,
-8.964388,5,10261.847798,
-8.891027,11,10262.30735,
-30.964388,9,10262.749985,
-24.482193,8,10263.132576,
-8.964388,5,10263.464068,
-11.704416,8,10263.866204,
-8.964388,6,10264.210496,
-8.964388,5,10264.531746,
-8.964388,5,10264.855075,
-17.29986,19,10265.484703,
-8.964388,5,10265.800918,
-18.33547,10,10266.24013,
-10.964388,7,10266.60607,
-9.853276,7,10266.978122,
-8.964388,5,10267.305295,
-4.817664,9,10267.709549,
-19.853277,12,10268.192282,
-10.002137,7,10268.565132,
-8.964388,5,10268.892218,
-7.779916,9,10269.298282,
-8.668804,11,10269.748462,
-8.964388,6,10270.09023,
-8.964388,7,10270.449367,
-12.964388,7,10270.827264,
-8.964388,5,10271.150247,
-30.964388,9,10271.564128,
-8.891027,9,10271.975718,
-10.964388,6,10272.3211,
-8.964388,5,10272.647075,
-8.964388,5,10272.972941,
-22.482193,6,10273.307165,
-7.7799153,9,10273.917103,
-8.964388,6,10274.257664,
-8.964388,5,10274.581912,
-14.964388,8,10274.97359,
-34.482193,8,10275.368429,
-8.964388,5,10275.691699,
-8.964388,5,10275.983772,
-31.446583,16,10276.486299,
-17.853277,11,10276.922095,
-8.964388,5,10277.220244,
-14.0,3,10277.50406,
-25.371082,9,10277.889427,
-6.817664,11,10278.337635,
-8.964388,5,10278.666133,
-29.077637,22,10279.312207,
-12.964388,10,10279.730797,
-10.002137,8,10280.109661,
-8.891027,8,10280.494928,
-12.964388,7,10280.844167,
-10.964388,6,10281.181452,
-8.964388,5,10281.508677,
-70.03235,36,10282.477097,
-38.81553,13,10282.923485,
-8.964388,5,10283.232392,
-10.964388,6,10283.558177,
-8.964388,5,10283.874542,
-8.964388,6,10284.217867,
-10.964388,6,10284.545922,
-8.964388,5,10284.845654,
-12.815527,7,10285.199185,
-10.964388,6,10285.530019,
-12.964388,8,10285.90762,
-9.853276,7,10286.274827,
-13.0755005,16,10286.823162,
-32.482193,7,10287.185274,
-70.48219,15,10287.70596,
-7.8532767,6,10288.058947,
-12.964388,7,10288.420677,
-8.964388,5,10288.74184,
-36.668804,18,10289.309197,
-12.815527,7,10289.6691,
-8.964388,5,10289.944648,
-22.482193,7,10290.285328,
-8.964379.15456,87,12022.092201,
223.78502,188,12029.443132,
135.1354,141,12034.280208,
173.56493,186,12041.475378,
29.393852,39,12043.209504,
170.3826,176,12049.958784,
86.749405,198,12056.237615,
87.44803,95,12060.814654,
-4.8910265,6,12061.494641,
179.2316,184,12067.221321,
179.78502,193,12074.349343,
-1.7065544,9,12075.175997,
175.78716,189,12082.045903,
173.56494,185,12088.879789,
3.4024162,14,12089.856942,
91.59474,99,12093.283093,
-4.8910265,6,12093.994029,
59.93872,69,12096.919996,
176.19388,187,12104.032028,
188.19386,186,12110.863905,
176.19386,187,12116.77578,
176.04715,181,12123.458608,
-87.926636,12,12124.381939,
3.9579716,15,12125.374999,
180.74727,192,12132.400368,
-162.11539,31,12133.814485,
181.71165,188,12140.731889,
12.251413,23,12141.993081,
160.67607,189,12148.056957,
173.00938,185,12155.064698,
176.19386,187,12162.076379,
57.865356,67,12164.490026,
224.74727,189,12171.697177,
-180.18875,29,12174.30844,
2.4401665,13,12175.300262,
145.50223,151,12181.470447,
-2.817665,8,12182.242377,
167.34485,178,12187.878617,
116.47511,123,12193.071386,
-5.853277,5,12193.733336,
155.86905,161,12198.927307,
145.50221,151,12204.92005,
60.494278,69,12207.5215,
37.687294,47,12209.421518,
140.39111,152,12215.36516,
169.41821,180,12222.170711,
120.62186,127,12226.592377,
169.41821,180,12233.486519,
174.52933,179,12239.212329,
60.494278,69,12242.824883,
7.549137,18,12244.004823,
169.41821,180,12249.666718,
108.181656,115,12258.682275,
15.989302,33,12260.219247,
-5.853277,5,12260.966458,
-3.7799158,7,12261.766488,
-2.817665,8,12262.593194,
21.10041,31,12264.042361,
142.31775,148,12270.158936,
167.34483,178,12275.860845,
167.19812,172,12282.539402,
-2.817665,8,12283.299665,
107.217285,121,12288.486073,
18.471497,29,12289.886466,
137.20877,143,12294.605415,
167.34485,178,12301.341831,
10.178053,21,12302.55937,
128.91531,135,12308.279545,
-8.891027,9,12309.134867,
43.35182,53,12311.191772,
150.75793,162,12316.438211,
171.49158,182,12323.289451,
167.34485,178,12329.847433,
163.19812,174,12336.344185,
169.41821,182,12342.994948,
0.36680603,11,12343.878194,
162.08914,167,12350.324845,
84.81909,93,12353.624301,
63.676636,79,12356.468909,
26.764938,37,12358.020045,
35.058384,45,12360.848212,
20.136024,37,12362.442534,
-8.8910265,9,12363.495898,
14.324776,25,12364.712546,
65.74999,81,12367.521868,
18.062664,35,12369.113551,
156.97804,169,12375.611728,
111.364,125,12379.712513,
67.823364,83,12383.773904,
-8.8910265,9,12384.643756,
57.456543,73,12387.354867,
4.513527,15,12388.387892,
34.649548,51,12390.427681,
78.19017,93,12394.620689,
-8.8910265,9,12395.445536,
144.53784,157,12400.421208,
103.07055,117,12405.391553,
157.94241,163,12410.748276,
82.33691,97,12415.206477,
57.456543,73,12417.925869,
-5.853277,5,14390.783856,
222.82278,237,14398.283792,
134.02428,140,14404.914887,
224.89613,229,14412.116277,
109.143906,116,14417.59462,
-68.48219,9,14418.463166,
93.668106,101,14422.179078,
5.4757767,16,14423.247725,
30.35611,40,14425.098855,
30.356102,40,14426.912018,
52.20082,61,14429.301346,
216.60056,197,14437.161086,
101.96158,109,14441.18728,
67.67662,76,14445.343874,
56.347565,65,14447.867245,
163.41821,189,14453.877585,
164.60269,224,14462.124612,
-4.8910265,6,14462.891095,
-4.8910265,6,14463.637403,
166.38046,201,14476.758873,
144.93604,211,14485.11318,
168.78716,194,14492.934268,
-28.408833,9,14493.789614,
111.711655,212,14500.70621,
163.97377,200,14508.8082,
160.936,202,14515.582798,
-14.188748,15,14516.665419,
0.88032913,29,14519.456287,
105.51073,132,14524.112439,
165.2316,218,14531.099391,
-52.482193,9,14533.356241,
27.278473,55,14535.829821,
79.15456,87,14539.092166,
172.67606,210,14547.153178,
-14.188747,15,14548.161024,
147.41823,258,14558.533496,
63.950912,154,14564.810566,
147.41821,214,14571.263946,
166.26723,232,14579.462725,
162.78929,190,14585.454225,
159.30496,258,14594.255633,
159.08275,208,14601.927962,
34.502823,44,14603.738656,
158.12263,204,14610.075874,
162.60056,263,14618.967531,
104.99718,112,14622.692938,
171.56494,229,14636.024237,
164.26509,233,14643.013515,
-4.933058,24,14644.222806,
105.49158,256,14653.114887,
3.02705,34,14654.695587,
-6.3775024,25,14655.967442,
173.63829,233,14664.138965,
-17.37322,12,14665.056734,
-11.821947,25,14666.332191,
167.00937,226,14672.979217,
-16.26211,13,14673.955472,
215.93604,233,14682.730324,
141.49158,215,14691.100148,
14.282745,42,14692.99177,
170.12263,210,14699.858966,
57.82335,84,14704.306921,
5.4337463,34,14705.900072,
-10.597581,18,14707.038358,
80.11681,88,14713.042123,
72.93447,81,14716.032635,
151.27148,190,14723.67626,
115.87756,141,14728.308336,
85.05997,212,14736.160021,
128.31773,153,14741.049524,
85.37465,93,14745.674744,
101.28432,223,14752.316706,
127.16252,219,14760.131486,
59.89672,88,14763.097336,
28.651688,47,14764.958493,
24.13602,34,14766.50071,
104.99719,112,14771.69771,
10.178053,21,14772.855641,
136.8292,219,14779.340226,
5.4757767,16,14780.386367,
63.529907,72,17037.964296,
19.02705,29,17039.285503,
-14.188749,15,17040.317774,
9.622498,20,17041.499986,
-4.8910265,6,17042.269398,
-2.817665,8,17043.082044,
-16.817665,13,17044.088948,
17.91594,28,17045.430398,
104.03493,112,17049.248908,
-4.8910265,6,17050.022092,
-5.853277,5,17050.721786,
148.8313,179,17058.549977,
-11.226498,15,17059.50216,
175.71167,357,17069.392591,
52.200825,61,17073.333573,
-2.817665,8,17074.092021,
-14.188748,15,17075.099581,
169.34485,235,17082.134117,
179.27148,799,17105.369562,
104.028564,145,17112.391474,
161.05139,180,17118.119902,
40.722904,50,17120.050677,
-16.817665,12,17120.940418,
164.45596,210,17128.893871,
36.649544,49,17130.875423,
91.59476,99,17134.256396,
170.52933,232,17142.552974,
126.84195,134,17146.865647,
84.41026,98,17150.123143,
-18.335472,11,17151.008358,
-2.817665,8,17151.75101,
174.52718,434,17164.895645,
197.04929,325,17173.775224,
127.28003,181,17184.020189,
117.028534,130,17188.574191,
87.44801,95,17192.017375,
-15.37322,11,17194.905355,
118.621826,129,17199.196304,
111.290634,121,17203.26043,
42.796265,52,17205.228796,
120.60266,275,17214.71508,
145.64044,233,17221.818565,
37.687298,47,17223.677705,
49.08972,61,17227.67942,
157.56708,208,17233.96765,
4.513527,15,17234.931104,
79.15457,87,17237.967483,
176.52718,204,17245.822889,
147.08488,265,17253.46101,
24.209381,37,17255.0572,
135.05566,173,17265.882277,
38.649548,48,17267.85235,
87.44803,95,17271.204391,
99.8882,107,17274.820732,
218.52719,223,17284.074848,
16.95369,27,17285.360895,
65.74999,82,17288.220521,
-19.446583,11,17289.102386,
219.86052,236,17298.174575,
4.513527,16,17299.222061,
34.649544,51,17301.271178,
4.513527,15,17302.211065,
170.60268,192,17308.151646,
170.45596,184,17315.786207,
142.93602,238,17323.025618,
136.74728,265,17332.457762,
-20.115389,17,17333.51355,
60.494278,69,17336.003106,
28.28275,38,17343.141568,
69.749985,78,17346.109724,
173.7893,200,17354.407769,
-4.8910265,6,17355.269945,
185.6383,293,17364.247636,
99.71808,229,17373.238396,
164.45808,205,17379.89228,
146.19814,277,17390.266037,
216.52719,261,17398.302769,
222.82278,255,17407.966991,
21.695858,799,18787.933924,
21.695862,799,18814.666925,
29.989304,799,18841.418323,
4.1467547,799,18864.436823,
6.2200847,799,18890.698362,
-8.964367,104,18898.995204,
-14.0,4,18899.76087,
-18.0,5,18900.586205,
-14.0,3,18901.34691,
-14.0,3,18902.03983,
-14.0,3,18902.872825,
-14.0,3,18903.606209,
-14.0,3,18904.265868,
-14.0,3,18904.925167,
-14.0,4,18905.673529,
-16.0,5,18906.348929,
-14.0,6,18907.143337,
-16.0,4,18907.914767,
-20.0,6,18908.724391,
-14.0,5,18909.457884,
-14.0,3,18910.179721,
-14.0,6,18915.776667,
-18.0,5,18916.558537,
-14.0,3,18917.221346,
-14.0,3,18917.879525,
-16.0,4,18918.612636,
-14.0,4,18919.248639,
-16.0,5,18920.012773,
-14.0,3,18920.743689,
-16.0,4,18921.480056,
-14.0,3,18922.132531,
-14.0,3,18922.847034,
-14.0,4,18923.589378,
-16.0,4,18924.311186,
-14.0,3,18925.097966,
-20.0,6,18925.961407,
-16.0,5,18926.723953,
-14.0,4,18927.51578,
-14.0,5,18928.31828,
-14.0,4,18929.109729,
-14.0,3,18929.809681,
-14.0,3,18930.540676,
-16.0,4,18931.226173,
-14.0,3,18931.922635,
-14.0,3,18932.688958,
-20.0,6,18933.482055,
-14.0,3,18934.152793,
-14.0,3,18934.82116,
-14.0,3,18935.576251,
-16.0,4,18936.266465,
-14.0,3,18936.923064,
-14.0,3,18937.680005,
-14.0,3,18938.415349,
-14.0,3,18939.06283,
-18.0,6,18939.873568,
-14.0,3,18940.63798,
-16.0,4,18941.411157,
-14.0,3,18942.183988,
-14.0,3,18942.819947,
-14.0,4,18943.61502,
-14.0,3,18944.325591,
-14.0,3,18945.003523,
-14.0,3,18945.673681,
-18.0,5,18946.420634,
-16.0,4,18947.112743,
-14.0,3,18947.840165,
-14.0,4,18948.52931,
-14.0,4,18949.277001,
-14.0,3,18950.023352,
-14.0,3,18950.724295,
-14.0,3,18951.412241,
-14.0,3,18952.344239,
-14.0,3,18953.024203,
-14.0,3,18953.69114,
-18.0,10,18954.56293,
-14.0,3,18955.302881,
-14.0,3,18956.0518,
-16.0,4,18956.747066,
-14.0,4,18957.455754,
-14.0,3,18958.116312,
-14.0,3,18958.875049,
-14.0,3,18959.535139,
-14.0,3,18960.281065,
-14.0,3,18961.039187,
-14.0,3,18961.77649,
-14.0,5,18962.461308,
-14.0,3,18963.191155,
-24.0,9,18964.103303,
-16.0,6,18964.910921,
-14.0,4,18965.639814,
-14.0,3,18966.394925,
-14.0,3,18967.085396,
-14.0,3,18967.740734,
-14.0,4,18970.432901,
-16.0,5,18971.108722,
-14.0,3,18971.677238,
-14.0,3,18972.364698,
-16.88889,6,18973.103716,
-14.0,3,18973.791572,
-18.0,5,18974.473105,
-18.0,6,18975.237597,
-14.0,4,18975.936618,
-14.0,3,18976.605937,
-14.0,3,18977.309073,
-14.0,3,18977.936663,
-14.0,3,18978.628128,
-14.0,4,18979.346648,
-14.0,5,18979.980376,
-14.0,3,18980.619382,
-14.0,3,18981.327461,
-18.0,6,18982.055478,
-16.0,4,18982.755277,
-16.0,4,18983.42262,
-14.0,3,18983.985928,
-16.0,6,18984.75344,
-14.0,3,18985.419824,
-14.0,3,18986.068112,
-14.0,3,18986.761417,
-14.0,3,18987.456273,
-14.0,3,18988.101094,
-14.0,3,18988.758457,
-14.0,3,18989.628752,
-16.0,6,18990.377194,
-14.0,3,18991.05314,
-14.0,4,18991.656284,
-14.0,3,18992.284133,
-14.0,3,18992.993685,
-14.0,3,18993.625478,
-13.999999,8,18994.418451,
-14.0,3,18995.105613,
-14.0,4,18995.75294,
-14.0,4,18996.469061,
-14.0,3,18997.164165,
-14.0,3,18997.871584,
-14.0,3,18998.518174,
-14.0,3,18999.161448,
-14.0,3,18999.781822,
-14.0,4,19000.42495,
-18.0,5,19001.108912,
-14.0,3,19001.796189,
-14.0,3,19002.409794,
-14.0,4,19003.117933,
-14.0,3,19003.802747,
-18.0,5,19004.508008,
-16.0,4,19005.21458,
-20.0,6,19005.960184,
-14.0,4,19006.635279,
-14.0,3,19007.341385,
-14.0,3,19008.028505,
-14.0,3,19008.666193,
-16.0,4,19009.30173,
-14.0,3,19009.995255,
-14.0,3,19010.607515,
-16.0,4,19011.324926,
-18.0,7,19012.097996,
-16.0,4,19012.762389,
-14.0,3,19013.450678,
-14.0,3,19014.1266,
-14.0,3,19014.711728,
-18.0,6,19015.44036,
-14.0,3,19016.048171,
-14.0,3,19016.698812,
-18.0,5,19017.366162,
-14.0,3,19018.044078,
-16.0,4,19018.71972,
-14.0,3,19019.406424,
-14.0,3,19020.03579,
-14.0,3,19020.731155,
-14.0,4,19023.506873,
-14.0,3,19024.196571,
-14.0,3,19024.894658,
-14.0,3,19025.687232,
-14.0,4,19026.410297,
-16.0,5,19027.123556,
-16.0,4,19027.873012,
-14.0,3,19028.509825,
-14.0,3,19029.194767,
-14.0,3,19029.905079,
-14.0,3,19030.6269,
-14.0,4,19031.348844,
-14.0,3,19031.989961,
-14.0,3,19032.600971,
-14.0,3,19033.270115,
-14.0,3,19033.956636,
-16.0,5,19034.720067,
-14.0,3,19035.340266,
-16.0,4,19035.993157,
-14.0,4,19036.675404,
-14.0,3,19037.364761,
-14.0,6,19038.043389,
-14.0,3,19038.697631,
-14.0,4,19039.363626,
-14.0,3,19040.052751,
-14.0,3,19040.6711,
-16.0,4,19041.324975,
-16.0,4,19042.054267,
-14.0,4,19042.793186,
-18.0,5,19043.462239,
-14.0,3,19044.100643,
-14.0,3,19044.787337,
-14.0,3,19045.455603,
-14.0,4,19046.128341,
-14.0,3,19046.770001,
-14.0,3,19047.449399,
-16.0,4,19048.163742,
-20.0,7,19048.950938,
-18.0,5,19049.688239,
-14.0,3,19050.339716,
-14.0,3,19050.948407,
-14.0,3,19051.65539,
-14.0,3,19052.329031,
-16.0,4,19052.97261,
-13.999999,11,19053.860809,
-14.0,4,19054.548713,
-14.0,3,19055.217022,
-14.0,3,19055.89875,
-14.0,3,19056.598435,
-14.0,3,19057.243881,
-16.0,4,19057.957168,
-14.0,3,19058.578452,
-16.0,5,19059.350805,
-16.0,4,19060.215547,
-14.0,5,19060.955936,
-14.0,6,19061.632822,
-14.0,4,19062.279974,
-14.0,4,19062.97104,
-14.0,3,19063.608,
-14.0,3,19064.310191,
-14.0,6,19065.077502,
-14.0,4,19065.737108,
-14.0,3,19066.426441,
-14.0,3,19067.111809,
-18.0,5,19067.851658,
-14.0,3,19068.462401,
-14.0,3,19069.151231,
-14.0,3,19069.854137,
-14.0,3,19070.503755,
-14.0,3,19071.200553,
-14.0,3,19071.878964,
-14.0,5,19072.619863,
-14.0,3,19073.298636,
-14.0,5,19076.115582,
-14.0,4,19076.79733,
-14.0,3,19077.411812,
-16.0,4,19078.107259,
-14.0,3,19078.727596,
-14.0,3,19079.386357,
-20.0,6,19080.080258,
-14.0,3,19080.842184,
-14.0,3,19081.483467,
-14.0,3,19082.167495,
-26.0,9,19082.983095,
-14.0,5,19083.692129,
-16.0,4,19084.326732,
-14.0,3,19084.975138,
-14.0,3,19085.594666,
-14.0,9,19086.395167,
-14.0,3,19087.078409,
-14.0,3,19087.710015,
-14.0,3,19088.400453,
-14.0,3,19089.037127,
-14.0,3,19089.652732,
-14.0,3,19090.349832,
-14.0,3,19090.936612,
-14.0,3,19091.626741,
-14.0,3,19092.289891,
-14.0,3,19093.004667,
-16.0,5,19093.772011,
-18.0,5,19094.506962,
-16.0,5,19095.23254,
-14.0,4,19095.921044,
-14.0,3,19096.864191,
-14.0,5,19097.565789,
-14.0,3,19098.209242,
-14.0,3,19098.911675,
-14.0,3,19099.61886,
-14.0,4,19100.254927,
-14.0,3,19100.940546,
-14.0,4,19101.620057,
-14.0,3,19102.270526,
-14.0,3,19102.889144,
-14.0,5,19103.583766,
-14.0,3,19104.222024,
-14.0,3,19104.88124,
-14.0,3,19105.490914,
-14.0,3,19106.105103,
-16.0,4,19106.742871,
-14.0,3,19107.363024,
-18.0,9,19108.155558,
-14.0,3,19108.847822,
-14.0,3,19109.495497,
-14.0,4,19110.152206,
-14.0,3,19110.767216,
-14.0,3,19111.454417,
-18.0,6,19112.239549,
-14.0,3,19112.888562,
-14.0,3,19113.515415,
-14.0,3,19114.150965,
-14.0,3,19114.831224,
-14.0,4,19115.485347,
-14.0,3,19116.170583,
-14.0,3,19116.845505,
-16.0,5,19117.557277,
-14.0,4,19118.204725,
-18.0,6,19118.964939,
-14.0,3,19119.626595,
-16.0,5,19120.303183,
-14.0,3,19121.00811,
-14.0,3,19121.707789,
-14.0,3,19122.339815,
