#{"t_start": 1663083818.9550903, "env_id": null}
r,l,t,is_success
-12.888889,4,5399.807577,
-72.48219,11,5400.921441,
-14.0,3,5401.688655,
-12.815528,7,5402.464621,
-4.8910265,7,5403.43490-68.48219,9,6412.341477,
-92.48219,13,6413.252985,
-94.48219,14,6414.171916,
-78.48219,10,6415.046026,
-92.48219,13,6415.9804,
-92.48219,13,6416.831073,
-72.48219,11,6417.684585,
-84.48219,13,6418.550724,
-94.48219,14,6419.483279,
-100.48219,13,6420.347701,
-90.48219,12,6421.250196,
-92.48219,13,6422.147031,
-62.482193,10,6423.875427,
-92.4-14.0,3,7780.511802,
-14.0,3,7780.807525,
-14.0,3,7781.39552,
-25.371082,9,7781.822595,
-14.0,3,7782.087088,
-22.482193,6,7782.424944,
-14.0,3,7782.686463,
-14.0,3,7782.96639,
-14.0,3,7783.229263,
-23.371082,8,7783.566665,
-22.482193,6,7783.888675,
-14.0,3,7784.173667,
-14.0,3,7784.49649,
-12.888889,4,7784.800828,
-12.815527,7,7785.15655,
-8.964388,5,7785.468256,
-14.0,3,7785.740093,
-12.888889,4,7786.037221,
-14.0,3,7786.283363,
-14.0,3,7786.565829,
-14.0,3,7786.81295,
-14.0,3,7787.068602,
-8.964388,5,7787.36691,
-14.0,3,7787.623952,
-14.0,3,7787.896348,
-8.964388,5,7788.209012,
-22.482193,6,7788.540067,
-14.0,3,7788.822345,
-14.0,3,7789.085623,
-8.964388,5,7789.399918,
-27.371082,10,7789.806828,
-14.0,3,7790.084136,
-14.0,3,7790.344257,
-22.964388,8,7790.70848,
-22.482193,6,7791.0463,
-29.853277,9,7791.412341,
-14.0,3,7791.677331,
-8.891027,8,7792.055193,
-22.482193,6,7792.382272,
-8.964388,5,7792.689135,
-14.0,3,7792.950713,
-14.0,3,7793.233234,
-14.0,3,7793.512844,
-14.0,3,7793.766868,
-14.0,3,7794.049081,
-14.0,3,7794.324873,
-14.0,3,7794.562306,
-14.0,3,7794.807297,
-14.0,3,7795.068922,
-27.371082,10,7795.473814,
-14.0,3,7795.759003,
-8.964388,5,7796.066839,
-14.0,3,7796.570072,
-14.0,3,7796.820204,
-8.964388,5,7797.123233,
-14.0,3,7797.384433,
-24.964388,9,7797.74184,
-14.0,3,7798.010801,
-14.0,3,7798.272558,
-27.371082,10,7798.688406,
-8.891027,8,7799.070846,
-14.0,3,7799.335651,
-12.888889,4,7799.629859,
-14.0,3,7799.882635,
-8.964388,5,7800.186218,
-14.0,3,7800.448309,
-14.0,3,7800.703302,
-8.964388,5,7801.015066,
-25.371082,9,7801.402666,
-14.0,3,7801.666597,
-12.888889,4,7801.958303,
-14.0,3,7802.222798,
-24.964388,9,7802.605486,
-8.964388,5,7802.905915,
-14.0,3,7803.174316,
-8.964388,5,7803.474617,
-8.964388,5,7803.763891,
-14.0,3,7804.073462,
-14.0,3,7804.430506,
-14.0,3,7804.702478,
-27.371082,10,7805.105389,
-8.964388,5,7805.3701,
-8.964388,5,7805.669641,
-14.0,3,7805.944308,
-22.482193,6,7806.234712,
-27.371082,10,7806.621883,
-12.888889,4,7806.887997,
-8.964388,5,7807.192557,
-14.0,3,7807.456923,
-14.0,3,7807.73511,
-14.0,3,7808.004007,
-14.0,3,7808.265405,
-14.0,3,7808.52191,
-14.0,3,7808.802233,
-14.0,3,7809.073601,
-14.0,3,7809.33636,
-8.964388,5,7809.660586,
-14.0,3,7809.934639,
-8.964388,5,7810.240781,
-14.0,3,7810.526261,
-14.0,3,7810.803224,
-14.0,3,7811.070148,
-14.0,3,7811.563979,
-14.0,3,7811.856144,
-8.964388,5,7812.136793,
-27.853277,12,7812.581246,
-14.0,3,7812.871637,
-14.0,3,7813.119388,
-27.371082,10,7813.536195,
-14.0,3,7813.806872,
-27.371082,10,7814.201311,
-14.0,3,7814.463635,
-12.888889,4,7814.760301,
-23.371082,8,7815.104595,
-22.482193,6,7815.418222,
-14.0,3,7815.671206,
-14.0,3,7815.95296,
-14.0,3,7816.22924,
-8.964388,5,7816.535481,
-14.0,3,7816.792449,
-4.817664,9,7817.173036,
-23.371082,8,7817.536471,
-8.964388,5,7817.842964,
-14.0,3,7818.136493,
-14.0,3,7819.521701,
-14.0,3,7819.814023,
-14.0,3,7820.110381,
-14.0,3,7820.377171,
-29.853277,9,7820.764551,
-14.0,3,7821.012159,
-12.888889,4,7821.311156,
-14.0,3,7821.564016,
-14.0,3,7821.835922,
-14.0,3,7822.094044,
-8.891027,8,7822.430599,
-14.0,3,7822.690957,
-14.0,3,7822.947918,
-27.371082,10,7823.356807,
-14.0,3,7823.620275,
-14.0,3,7823.861969,
-14.0,3,7824.130333,
-27.371082,10,7824.544268,
-14.0,3,7824.806447,
-14.0,3,7825.060692,
-27.371082,10,7825.468282,
-14.0,3,7825.741306,
-14.0,3,7826.020095,
-14.0,3,7826.299212,
-14.0,3,7826.573466,
-14.0,3,7826.850338,
-24.964388,9,7827.227341,
-14.0,3,7827.479015,
-14.0,3,7827.980621,
-12.888889,4,7828.289483,
-8.964388,5,7828.608882,
-20.964388,7,7828.917486,
-8.964388,5,7829.215226,
-8.964388,5,7829.536156,
-8.891027,8,7829.905456,
-8.964388,5,7830.201035,
-24.964388,9,7830.571557,
-14.0,3,7830.834426,
-14.0,3,7831.08664,
-22.482193,6,7831.421279,
-14.0,3,7831.690589,
-14.0,3,7831.962229,
-14.0,3,7832.236,
-14.0,3,7832.478475,
-22.964388,8,7832.835442,
-14.0,3,7833.107266,
-14.0,3,7833.379976,
-14.0,3,7833.643877,
-22.482193,6,7833.96793,
-14.0,3,7834.244433,
-29.853277,9,7834.632585,
-14.0,3,7834.9066,
-14.0,3,7835.171338,
-27.371082,10,7835.594798,
-14.0,3,7835.864908,
-14.0,3,7836.128093,
-8.964388,5,7836.426544,
-8.964388,5,7836.738416,
-14.0,3,7837.015057,
-14.0,3,7837.259508,
-8.964388,5,7837.568725,
-14.0,3,7837.834374,
-14.0,3,7838.078771,
-14.0,3,7838.356281,
-25.371082,9,7838.739297,
-14.0,3,7838.990591,
-14.0,3,7839.243898,
-29.853277,9,7839.62796,
-14.0,3,7839.906388,
-14.0,3,7840.183934,
-8.964388,5,7840.577337,
-8.964388,5,7840.912605,
-14.0,3,7841.183712,
-14.0,3,7841.456602,
-14.0,3,7841.718501,
-12.888889,4,7842.010795,
-14.0,3,7842.279899,
-14.0,3,7842.536501,
-8.964388,5,7843.103802,
-23.371082,8,7843.495895,
-14.0,3,7843.774366,
-8.964388,5,7844.068068,
-14.0,3,7844.338286,
-8.964388,5,7844.615172,
-12.888889,4,7844.899281,
-8.964388,5,7845.194868,
-14.0,3,7845.467148,
-25.371082,9,7845.873793,
-22.482193,6,7846.208046,
-14.0,3,7846.473558,
-14.0,3,7846.720961,
-14.0,3,7847.00164,
-8.964388,5,7847.282336,
-8.964388,5,7847.592561,
-14.0,3,7847.852453,
-8.964388,5,7848.153037,
-22.482193,6,7848.467232,
-14.0,3,7848.798716,
-14.0,3,7849.09645,
-14.0,3,7849.353046,
-14.0,3,7849.613829,
-23.371082,8,7849.991664,
-22.482193,6,7850.325802,
-24.964388,9,7850.698598,
-14.0,3,7850.961736,
-14.0,3,7851.24381,
-14.0,3,7851.523214,
-8.964388,5,7851.820252,
-12.888889,4,7852.111993,
-22.482193,6,7852.453198,
-27.371082,10,7852.831929,
-14.0,3,7853.071735,
-14.0,3,7853.333732,
-8.964388,5,7853.643021,
-14.0,3,7853.897527,
-8.964388,5,7854.18434,
-8.964388,5,7854.488185,
-14.0,3,7854.716222,
-14.0,3,7854.981662,
-25.371082,9,7855.360114,
-29.853277,9,7855.753871,
-14.0,3,7856.032778,
-30.964388,9,7856.41553,
-23.371082,8,7856.751292,
-14.0,3,7857.026908,
-14.0,3,7857.309217,
-14.0,3,7857.576973,
-14.0,3,7857.861154,
-14.0,3,7858.375124,
-14.0,3,7858.660775,
-8.964388,5,7859.861995,
-22.482193,6,7860.182106,
-14.0,3,7860.467423,
-14.0,3,7860.73615,
-14.0,3,7861.006536,
-8.964388,5,7861.294311,
-23.371082,8,7861.66343,
-14.0,3,7861.929937,
-14.0,3,7862.195032,
-22.482193,6,7862.526341,
-14.0,3,7862.811603,
-14.0,3,7863.074203,
-14.0,3,7863.342479,
-14.0,3,7863.604632,
-14.0,3,7863.846246,
-14.0,3,7864.093881,
-14.0,3,7864.361588,
-14.0,3,7864.653593,
-14.0,3,7864.945787,
-22.482193,6,7865.26688,
-30.964388,8,7865.643637,
-14.0,3,7865.914006,
-14.0,3,7866.19388,
-14.0,3,7866.45138,
-14.0,3,7866.736145,
-8.964388,5,7867.054445,
-23.371082,8,7867.40348,
-14.0,3,7867.667795,
-14.0,3,7867.940421,
-22.482193,6,7868.269916,
-8.964388,5,7868.579724,
-8.964388,5,7868.887094,
-14.0,3,7869.16258,
-8.964388,5,7869.480288,
-14.0,3,7869.742679,
-14.0,3,7870.015389,
-14.0,3,7870.281651,
-8.964388,5,7870.58649,
-29.853277,9,7870.96317,
-25.371082,9,7871.34444,
-27.371082,10,7871.75824,
-22.482193,6,7872.090844,
-30.964388,8,7872.433853,
-14.0,3,7872.683879,
-14.0,3,7872.946427,
-12.888889,4,7873.246964,
-23.371082,8,7873.608695,
-14.0,3,7873.880507,
-10.964388,6,7874.451828,
-22.482193,6,7874.776138,
-14.0,3,7875.041283,
-14.0,3,7875.2955,
-22.964388,8,7875.65611,
-14.0,3,7875.917392,
-8.964388,5,7876.214305,
-8.964388,5,7876.50335,
-14.0,3,7876.760813,
-14.0,3,7877.00982,
-25.371082,9,7877.399684,
-14.0,3,7877.672441,
-14.0,3,7877.950973,
-14.0,3,7878.20895,
-24.964388,9,7878.611742,
-14.0,3,7878.951717,
-8.964388,5,7879.298675,
-27.371082,10,7879.705181,
-14.0,3,7879.970292,
-14.0,3,7880.248714,
-14.0,3,7880.534853,
-14.0,3,7880.812077,
-14.0,3,7881.06325,
-29.853277,9,7881.44902,
-8.964388,5,7881.762811,
-23.371082,8,7882.12869,
-14.0,3,7882.377549,
-27.371082,10,7882.770144,
-14.0,3,7883.049792,
-14.0,3,7883.294888,
-14.0,3,7883.546143,
-9.853276,7,7883.892184,
-14.0,3,7884.135367,
-14.0,3,7884.414852,
-14.0,3,7884.680074,
-14.0,3,7884.942399,
-8.964388,5,7885.256374,
-8.964388,5,7885.580946,
-14.0,3,7885.85235,
-14.0,3,7886.07526,
-14.0,3,7886.340656,
-14.0,3,7886.607422,
-22.482193,6,7886.922014,
-14.0,3,7887.185222,
-22.482193,6,7887.512787,
-8.964388,5,7887.826576,
-14.0,3,7888.095959,
-14.0,3,7888.365681,
-14.0,3,7888.620548,
-14.0,3,7888.882828,
-14.0,3,7889.394634,
-23.371082,8,7889.752166,
-23.371082,8,7890.086065,
-14.0,3,7890.344051,
-8.964388,5,7890.634075,
-14.0,3,7890.901076,
-14.0,3,7891.176528,
-22.482193,6,7891.516119,
-14.0,3,7891.776305,
-8.964388,5,7892.08902,
-8.891027,8,7892.462314,
-14.0,3,7892.735619,
-27.371082,10,7893.156762,
-14.0,3,7893.405298,
-14.0,3,7893.685425,
-8.964388,5,7893.993145,
-14.0,3,7894.254569,
-8.964388,5,7894.571669,
-8.964388,5,7894.867756,
-14.0,3,7895.150153,
-14.0,3,7895.429933,
-14.0,3,7895.696777,
-14.0,3,7895.967819,
-14.0,3,7896.234888,
-22.964388,8,7896.610151,
-14.0,3,7896.857809,
-14.0,3,7897.127052,
-8.964388,5,7897.439792,
-14.0,3,7898.568115,
-14.0,3,7898.802994,
-27.371082,10,7899.200283,
-14.0,3,7899.434199,
-14.0,3,7899.701257,
-8.964388,5,7900.016161,
-14.0,3,7900.297503,
-27.371082,10,7900.696765,
-14.0,3,7900.976144,
-14.0,3,7901.240525,
-14.0,3,7901.498513,
-14.0,3,7901.774887,
-14.0,3,7902.047745,
-14.0,3,7902.31661,
-14.0,3,7902.575841,
-14.0,3,7902.839315,
-14.0,3,7903.088327,
-14.0,3,7903.361826,
-8.964388,5,7903.663858,
-14.0,3,7903.936173,
-14.0,3,7904.212858,
-23.371082,8,7904.577855,
-8.964388,5,7905.113721,
-23.371082,8,7905.479178,
-14.0,3,7905.75377,
-24.964388,9,7906.143994,
-14.0,3,7906.40761,
-14.0,3,7906.653904,
-25.371082,9,7907.025924,
-14.0,3,7907.299381,
-8.964388,5,7907.620394,
-14.0,3,7907.901888,
-29.853277,9,7908.28169,
-14.0,3,7908.544926,
-14.0,3,7908.810129,
-14.0,3,7909.068147,
-14.0,3,7909.338196,
-12.888889,4,7909.682261,
-14.0,3,7910.010812,
-29.853277,9,7910.424815,
-14.0,3,7910.692675,
-14.0,3,7910.97835,
-14.0,3,7911.257885,
-14.0,3,7911.543157,
-23.371082,8,7911.924905,
-14.0,3,7912.208381,
-14.0,3,7912.482649,
-14.0,3,7912.784675,
-14.0,3,7913.064979,
-8.964388,5,7913.371192,
-14.0,3,7913.649384,
-14.0,3,7913.903567,
-14.0,3,7914.165514,
-14.0,3,7914.439384,
-27.371082,10,7914.840485,
-14.0,3,7915.095203,
-14.0,3,7915.356801,
-14.0,3,7915.60357,
-14.0,3,7915.881811,
-12.888889,4,7916.182424,
-14.0,3,7916.446706,
-23.371082,8,7916.804172,
-14.0,3,7917.079324,
-14.0,3,7917.353774,
-14.0,3,7917.618897,
-29.853277,13,7918.086137,
-14.0,3,7918.364206,
-8.964388,5,7918.647808,
-14.0,3,7918.893696,
-14.0,3,7919.164113,
-9.853276,7,7919.516409,
-14.0,3,7919.785,
-14.0,3,7920.308554,
-14.0,3,7920.589908,
-29.371082,11,7921.025558,
-8.964388,5,7923.550703,
-14.0,3,7923.821146,
-14.0,3,7924.067784,
-14.0,3,7924.331417,
-14.0,3,7924.608907,
-7.8532767,6,7924.932119,
-14.0,3,7925.207887,
-14.0,3,7925.461837,
-14.0,3,7925.719771,
-14.0,3,7925.962722,
-14.0,3,7926.231585,
-12.888889,4,7926.502739,
-12.888889,4,7926.797548,
-14.0,3,7927.066852,
-14.0,3,7927.319932,
-14.0,3,7927.579518,
-14.0,3,7927.847386,
-14.0,3,7928.097681,
-14.0,3,7928.369167,
-14.0,3,7928.64599,
-14.0,3,7928.914196,
-14.0,3,7929.184329,
-14.0,3,7929.439406,
-14.0,3,7929.692416,
-14.0,3,7929.964429,
-14.0,3,7930.239733,
-14.0,3,7930.51347,
-14.0,3,7930.7826,
-14.0,3,7931.049765,
-14.0,3,7931.308345,
-14.0,3,7931.581228,
-8.964388,5,7931.90769,
-14.0,3,7932.182217,
-14.0,3,7932.459652,
-14.0,3,7932.73119,
-14.0,3,7933.00449,
-14.0,3,7933.284461,
-14.0,3,7933.553682,
-14.0,3,7933.804744,
-14.0,3,7934.046469,
-14.0,3,7934.322023,
-14.0,3,7934.594313,
-14.0,3,7934.840346,
-14.0,3,7935.11034,
-14.0,3,7935.397355,
-14.0,3,7935.663974,
-12.888889,4,7935.945207,
-14.0,3,7936.476934,
-14.0,3,7936.725405,
-14.0,3,7936.958256,
-14.0,3,7937.223698,
-14.0,3,7937.480709,
-14.0,3,7937.730985,
-12.888889,4,7938.027987,
-14.0,3,7938.267425,
-14.0,3,7938.536156,
-12.888889,4,7938.827524,
-14.0,3,7939.086645,
-14.0,3,7939.362644,
-14.0,3,7939.635479,
-14.0,3,7939.911418,
-14.0,3,7940.185334,
-8.964388,5,7940.492943,
-14.0,3,7940.768282,
-14.0,3,7941.87422,
-14.0,3,7942.163085,
-14.0,3,7942.430532,
-14.0,3,7942.7144,
-14.0,3,7942.974401,
-14.0,3,7943.266809,
-8.964388,5,7943.585135,
-14.0,3,7943.885487,
-14.0,3,7944.135117,
-14.0,3,7944.389855,
-14.0,3,7944.660219,
-8.964388,5,7944.976231,
-14.0,3,7945.253346,
-14.0,3,7945.53275,
-14.0,3,7945.823132,
-14.0,3,7946.103867,
-14.0,3,7946.37493,
-14.0,3,7946.632141,
-8.964388,5,7946.940715,
-14.0,3,7947.203875,
-14.0,3,7947.470067,
-14.0,3,7947.74245,
-14.0,3,7948.027263,
-14.0,3,7948.307533,
-14.0,3,7948.580319,
-14.0,3,7948.861169,
-14.0,3,7949.125372,
-14.0,3,7949.403378,
-14.0,3,7949.691728,
-14.0,3,7949.961924,
-14.0,3,7950.245516,
-14.0,3,7950.506841,
-14.0,3,7950.776015,
-8.964388,5,7951.316944,
-14.0,3,7951.56625,
-12.888889,4,7951.849762,
-14.0,3,7952.118049,
-14.0,3,7952.395099,
-14.0,3,7952.678833,
-14.0,3,7952.954964,
-14.0,3,7953.232487,
-14.0,3,7953.513026,
-14.0,3,7953.787387,
-14.0,3,7954.056297,
-14.0,3,7954.327753,
-14.0,3,7954.60399,
-14.0,3,7954.86922,
-14.0,3,7955.15872,
-8.964388,5,7955.48664,
-14.0,3,7955.755714,
-14.0,3,7956.00271,
-14.0,3,7956.285863,
-14.0,3,7956.533638,
-14.0,3,7956.808135,
-14.0,3,7957.085476,
-14.0,3,7957.351641,
-8.964388,5,7957.676623,
-14.0,3,7957.93757,
-14.0,3,7958.219988,
-8.964388,5,7958.522323,
-14.0,3,7958.781693,
-14.0,3,7959.050358,
-8.964388,5,7959.370563,
-14.0,3,7959.646607,
-12.815527,7,7960.0135,
-14.0,3,7960.292457,
-14.0,3,7960.589236,
-14.0,3,7960.842004,
-14.0,3,7961.098497,
-14.0,3,7961.372516,
-14.0,3,7961.642511,
-14.0,3,7961.920212,
-14.0,3,7962.201646,
-14.0,3,7962.481845,
-8.964388,5,7962.783417,
-14.0,3,7963.037878,
-14.0,3,7963.316919,
-14.0,3,7963.575557,
-14.0,3,7963.824538,
-14.0,3,7964.107764,
-8.964388,5,7964.414371,
-14.0,3,7964.700959,
-14.0,3,7964.970671,
-14.0,3,7965.486182,
-12.888889,4,7965.795472,
-14.0,3,7966.066833,
-8.964388,5,7966.37457,
-12.888889,4,7966.679237,
-14.0,3,7966.957719,
-14.0,3,7967.232803,
-14.0,3,7967.490266,
-14.0,3,7967.755358,
-14.0,3,7968.026382,
-14.0,3,7968.283834,
-22.482193,6,7968.621246,
-14.0,3,7968.900438,
-14.0,3,7969.178154,
-14.0,3,7969.448378,
-14.0,3,7969.72868,
-14.0,3,7969.987787,
-14.0,3,7970.239982,
-14.0,3,7970.501967,
-14.0,3,7970.779183,
-14.0,3,7971.052782,
-8.964388,5,7971.371633,
-12.888889,4,7971.66278,
-8.964388,5,7971.970581,
-14.0,3,7972.246427,
-14.0,3,7972.498989,
-14.0,3,7972.763115,
-14.0,3,7973.028996,
-14.0,3,7973.319408,
-14.0,3,7973.557444,
-14.0,3,7973.820897,
-14.0,3,7974.070869,
-14.0,3,7974.336429,
-14.0,3,7974.613908,
-14.0,3,7974.892366,
-14.0,3,7975.143996,
-14.0,3,7975.411981,
-14.0,3,7975.682941,
-14.0,3,7975.950727,
-14.0,3,7976.205081,
-14.0,3,7976.483253,
-14.0,3,7976.742752,
-14.0,3,7977.0147,
-14.0,3,7977.293738,
-14.0,3,7977.56761,
-14.0,3,7977.838969,
-14.0,3,7978.114652,
-14.0,3,7978.390239,
-12.888889,4,7978.693832,
-14.0,3,7978.979289,
-14.0,3,7979.486827,
-14.0,3,7979.745699,
-14.0,3,7980.008778,
-14.0,3,7980.274697,
-14.0,3,7980.559534,
-14.0,3,7980.836898,
-14.0,3,7981.096325,
-14.0,3,7981.372101,
-14.0,3,7981.651564,
-14.0,3,7981.925306,
-14.0,3,7982.196174,
-14.0,3,7982.474668,
-14.0,3,7982.748189,
-14.0,3,7983.026528,
-14.0,3,7983.282368,
-14.0,3,7983.543518,
-14.0,3,7983.803524,
-14.0,3,7984.909761,
-4.8176656,9,7985.304265,
-14.0,3,7985.582734,
-14.0,3,7985.846622,
-14.0,3,7986.102227,
-14.0,3,7986.370734,
-14.0,3,7986.629913,
-14.0,3,7986.909296,
-14.0,3,7987.189497,
-14.0,3,7987.4349,
-14.0,3,7987.718613,
-14.0,3,7988.005038,
-14.0,3,7988.277146,
-14.0,3,7988.559377,
-14.0,3,7988.834242,
-14.0,3,7989.083839,
-14.0,3,7989.359651,
-14.0,3,7989.627856,
-14.0,3,7989.895626,
-14.0,3,7990.176831,
-8.964388,5,7990.473583,
-14.0,3,7990.755813,
-14.0,3,7991.032785,
-14.0,3,7991.300066,
-14.0,3,7991.588309,
-14.0,3,7991.851301,
-14.0,3,7992.126628,
-14.0,3,7992.387851,
-14.0,3,7992.673697,
-14.0,3,7992.941647,
-14.0,3,7993.259289,
-14.0,3,7993.520732,
-14.0,3,7993.774992,
-14.0,3,7994.271761,
-4.817664,9,7994.689147,
-14.0,3,7994.970478,
-12.888889,4,7995.277922,
-14.0,3,7995.551509,
-14.0,3,7995.808764,
-14.0,3,7996.08349,
-14.0,3,7996.344965,
-14.0,3,7996.607135,
-8.964388,5,7996.910863,
-14.0,3,7997.20176,
-14.0,3,7997.478751,
-14.0,3,7997.756777,
-14.0,3,7997.9866,
-14.0,3,7998.26247,
-8.964388,5,7998.571897,
-14.0,3,7998.92267,
-14.0,3,7999.181386,
-14.0,3,7999.45275,
-14.0,3,7999.719155,
-14.0,3,7999.960768,
-8.964388,5,8000.279421,
-14.0,3,8000.553255,
-14.0,3,8000.828273,
-14.0,3,8001.08558,
-14.0,3,8001.34317,
-14.0,3,8001.61473,
-14.0,3,8001.872232,
-14.0,3,8002.147599,
-14.0,3,8002.438509,
-8.964388,5,8002.761013,
-14.0,3,8003.040063,
-14.0,3,8003.307316,
-14.0,3,8003.5714,
-22.482193,6,8003.909693,
-14.0,3,8004.173879,
-14.0,3,8004.427686,
-14.0,3,8004.697676,
-14.0,3,8004.981632,
-14.0,3,8005.259389,
-14.0,3,8005.52562,
-14.0,3,8005.792387,
-14.0,3,8006.058622,
-14.0,3,8006.316862,
-14.0,3,8006.586244,
-12.888889,4,8006.861704,
-14.0,3,8007.137279,
-14.0,3,8007.398859,
-14.0,3,8007.657903,
-14.0,3,8007.92412,
-12.888889,4,8008.456277,
-14.0,3,8008.746415,
-14.0,3,8009.021629,
-14.0,3,8009.300994,
-14.0,3,8009.577453,
-14.0,3,8009.865063,
-14.0,3,8010.121891,
-14.0,3,8010.386501,
-14.0,3,8010.671567,
-14.0,3,8010.94019,
-14.0,3,8011.2018,
-12.888889,4,8011.487725,
-14.0,3,8011.776568,
-14.0,3,8012.033858,
-14.0,3,8012.309734,
-14.0,3,8012.57518,
-14.0,3,8012.847225,
-14.0,3,8013.116299,
-14.0,3,8013.390536,
-14.0,3,8013.659782,
-14.0,3,8013.932974,
-14.0,3,8014.202931,
-8.964388,5,8014.501251,
-14.0,3,8014.77134,
-14.0,3,8015.040387,
-14.0,3,8015.303189,
-14.0,3,8015.584994,
-14.0,3,8015.851482,
-14.0,3,8016.124691,
-14.0,3,8016.406939,
-14.0,3,8016.669576,
-14.0,3,8016.939778,
-14.0,3,8017.214686,
-14.0,3,8017.472869,
-14.0,3,8017.736059,
-14.0,3,8017.98624,
-14.0,3,8018.26058,
-14.0,3,8018.531667,
-14.0,3,8018.804899,
-14.0,3,8019.072008,
-14.0,3,8019.308974,
-14.0,3,8019.555102,
-14.0,3,8019.815198,
-14.0,3,8020.059621,
-14.0,3,8020.328515,
-14.0,3,8020.57973,
-14.0,3,8020.851705,
-14.0,3,8021.156478,
-12.888889,4,8021.441855,
-8.964388,5,8021.749535,
-14.0,3,8022.269263,
-14.0,3,8022.552716,
-14.0,3,8022.816346,
-14.0,3,8023.112272,
-14.0,3,8023.38675,
-12.888889,4,8023.656191,
-14.0,3,8023.903426,
-14.0,3,8024.153795,
-14.0,3,8024.4183,
-14.0,3,8024.683702,
-14.0,3,8024.973246,
-14.0,3,8025.229075,
-14.0,3,8025.482361,
-14.0,3,8025.723168,
-14.0,3,8025.980584,
-14.0,3,8026.250412,
-14.0,3,8026.527171,
-14.0,3,8026.806594,
-14.0,3,8027.068865,
