#{"t_start": 1663083818.9550903, "env_id": null}
r,l,t,is_success
-114.335464,20,23298.43804,
-44.482193,9,23299.317181,
-189.63318,35,23300.919542,
-180.18874,33,23302.443795,
-190.18874,34,23303.943851,
-58.482193,8,23304.748463,
-245.48645,47,23306.61727,
-77.926636,11,23307.506091,
-226.042,44,23309.628634,
-133.7799,23,23310.876486,
-32.482193,7,23311.691585,
-114.335464,20,23312.823073,
-44.482193,9,23313.620613,
-77.926636,11,23314.551242,
-114.335464,20,23315.636296,
-157.70868,46,23317.50224,
-114.335464,20,23318.661555,
-180.18874,33,23320.222899,
-68.48219,9,23321.099914,
-189.63318,35,23322.70028,
-189.63318,35,23326.64888,
-190.18874,34,23328.185142,
-226.042,44,23330.07421,
-133.7799,23,23331.303695,
-114.335464,20,23332.438014,
-44.482193,9,23333.328412,
-124.335464,21,23334.571177,
-133.7799,23,23335.777735,
-58.482193,8,23336.611362,
-133.7799,23,23337.853642,
-189.63318,35,23339.415973,
-189.63318,35,23340.939763,
-77.926636,11,23341.824562,
-202.04202,44,23343.622195,
-209.70868,44,23345.442114,
-180.18874,33,23346.967784,
-58.482193,8,23347.744266,
-114.335464,20,23355.768497,
-58.482193,8,23356.546676,
-114.335464,20,23357.693424,
-209.70868,44,23362.0716,
-114.335464,20,23363.235828,
-189.63318,35,23364.788621,
-44.482193,9,23365.604596,
-114.335464,20,23366.840789,
-114.335464,20,23368.092149,
-68.48219,9,23368.949802,
-189.63318,35,23370.504233,
-124.335464,21,23371.675587,
-44.482193,9,23372.61214,
-189.63318,35,23374.173187,
-114.335464,20,23375.346917,
-189.63318,35,23376.945543,
-189.63318,35,23378.515855,
-180.18874,33,23379.990424,
-114.335464,20,23381.185343,
-189.63318,35,23382.787823,
-180.18874,33,23384.276905,
-114.335464,20,23385.736415,
-133.7799,23,23389.546121,
-114.335464,20,23390.688325,
-32.482193,7,23391.519059,
-114.335464,20,23392.661039,
-44.482193,9,23393.472608,
-34.482193,8,23394.257912,
-32.482193,7,23395.02698,
-202.04202,44,23396.820392,
-209.70868,44,23398.59079,
-114.335464,20,23399.702838,
-114.335464,20,23400.801483,
-58.482193,8,23401.606192,
-114.335464,20,23402.744665,
-202.04202,44,23404.562101,
-190.18874,34,23406.107179,
-180.18874,33,23407.575599,
-114.335464,20,23408.705785,
-245.48645,47,23410.634309,
-114.335464,20,23411.826947,
-114.335464,20,23413.014657,
-133.7799,23,23414.24974,
-180.18874,33,23418.173406,
-133.7799,23,23419.46928,
-134.33546,22,23420.724591,
-114.335464,20,23422.005742,
-124.335464,21,23423.098913,
-58.482193,8,23423.933773,
-124.335464,21,23425.145615,
-189.63318,35,23426.75904,
-180.18874,33,23428.322649,
-190.18874,34,23429.91371,
-124.335464,21,23431.082601,
-226.042,44,23432.937432,
-133.7799,23,23434.199337,
-189.63318,35,23435.769484,
-189.63318,35,23437.305732,
-58.482193,8,23438.069889,
-78.48219,10,23438.853422,
-44.482193,9,23439.705967,
-189.63318,35,23441.251415,
-58.482193,8,23442.069351,
-190.18874,34,23445.880631,
-180.18874,33,23447.40565,
-180.18874,33,23448.960372,
-124.335464,21,23450.193162,
-114.335464,20,23451.36443,
-77.926636,11,23452.327793,
-180.18874,33,23453.954131,
-77.926636,11,23454.943811,
-114.335464,20,23456.407738,
-180.18874,33,23457.978483,
-189.63318,35,23459.534087,
-189.63318,35,23461.054788,
-77.926636,11,23461.96723,
-133.7799,23,23463.169693,
-78.48219,10,23463.985317,
-78.48219,10,23464.847342,
-190.18874,34,23466.332697,
-58.482193,8,23467.130264,
-244.5242,48,23469.013966,
-114.335464,20,23470.080107,
-245.48645,47,23474.418472,
-14.0,3,27512.930099,
-8.964388,5,27513.723882,
-10.335471,10,27514.606376,
-12.815527,7,27515.357766,
-14.0,3,27516.062619,
-14.0,3,27516.780489,
-14.0,3,27517.437331,
-7.779916,9,27518.287282,
-14.0,3,27518.980829,
-14.0,3,27519.675795,
-10.964388,6,27520.459413,
-8.964388,5,27521.181463,
-14.0,3,27521.837007,
-12.815528,7,27522.631045,
-12.815528,7,27523.40624,
-14.0,3,27524.053071,
-14.0,3,27524.693578,
-12.815527,7,27525.453347,
-14.0,3,27526.141582,
-14.0,3,27526.858608,
-8.964388,5,27527.613668,
-12.815528,7,27528.440036,
-8.964388,5,27529.116855,
-14.0,3,27529.814465,
-8.964389,5,27530.6113,
-10.335471,10,27531.494275,
-14.0,3,27532.209399,
-8.964388,5,27532.936134,
-14.0,3,27533.595536,
-17.777779,8,27534.412019,
-12.815528,7,27535.202163,
-14.0,3,27535.968328,
-10.964388,6,27536.781787,
-14.0,3,27537.466917,
-14.0,3,27538.103088,
-12.815528,7,27538.95471,
-10.335471,10,27540.114885,
-10.964388,6,27540.905048,
-16.88889,6,27541.663162,
-14.0,3,27542.306903,
-8.964388,5,27543.027564,
-14.0,3,27543.682018,
-14.0,3,27544.412197,
-8.964388,5,27545.101398,
-12.815527,7,27545.829611,
-8.964388,5,27546.582667,
-8.964388,5,27547.335841,
-14.0,3,27548.032189,
-14.0,3,27548.743392,
-7.779916,9,27549.565305,
-17.777779,8,27550.408528,
-14.0,3,27551.078069,
-8.964388,5,27551.760129,
-8.964388,5,27552.441445,
-10.964388,6,27553.202034,
-8.964388,5,27553.835999,
-10.335471,10,27554.690989,
-17.777779,8,27555.523804,
-14.0,3,27556.201274,
-17.777779,8,27556.954893,
-12.815527,7,27557.762337,
-14.0,3,27558.445062,
-8.891027,8,27559.238147,
-12.888889,4,27559.99616,
-14.0,3,27560.737854,
-14.0,3,27561.400505,
-12.815527,7,27562.225906,
-8.964388,5,27562.990398,
-14.0,3,27563.71477,
-12.888889,4,27564.40676,
-14.0,3,27565.101146,
-10.964388,6,27565.810542,
-14.0,3,27566.46791,
-14.0,3,27567.193836,
-12.815528,7,27567.978239,
-14.0,3,27568.615934,
-8.964388,5,27569.306995,
-8.964388,5,27570.082682,
-8.964388,5,27570.76557,
-14.0,3,27574.100071,
-14.0,3,27574.834264,
-14.0,3,27575.545551,
-8.964388,5,27576.233271,
-8.964388,5,27576.993677,
-8.964388,5,27577.784382,
-8.964388,5,27578.544742,
-14.0,3,27579.5467,
-8.964388,5,27580.240738,
-14.0,3,27580.967245,
-14.0,3,27581.651677,
-10.964388,6,27582.384557,
-14.0,3,27583.027066,
-8.964388,5,27583.747376,
-14.0,3,27584.386342,
-14.0,3,27585.092941,
-10.964388,6,27585.814918,
-12.815527,7,27586.614912,
-10.964388,6,27587.410919,
-14.0,3,27588.087677,
-8.964388,5,27588.805741,
-14.0,3,27589.491417,
-12.815528,7,27590.23352,
-8.964388,5,27590.935736,
-8.964388,5,27591.641119,
-12.815527,7,27592.470792,
-8.964388,5,27593.248641,
-10.964388,6,27593.978298,
-10.964388,6,27594.725523,
-14.0,3,27595.373583,
-14.0,3,27596.105575,
-8.964388,5,27596.799938,
-8.964388,5,27597.580708,
-17.777779,8,27598.45293,
-14.0,3,27599.167177,
-8.964388,5,27599.836086,
-12.815528,7,27600.653828,
-10.964388,6,27601.460386,
-8.964388,5,27602.214947,
-8.964388,5,27602.945099,
-14.0,3,27603.661054,
-14.0,3,27604.375219,
-12.888889,4,27605.083772,
-14.0,3,27605.723212,
-12.815528,7,27606.470361,
-8.964388,5,27607.124942,
-14.0,3,27607.83977,
-8.964388,5,27608.576553,
-14.0,3,27609.284892,
-8.964388,5,27609.9884,
-9.853277,7,27610.800277,
-12.888889,4,27611.508402,
-14.0,3,27612.180989,
-12.888889,4,27612.940744,
-8.964388,5,27613.638516,
-8.964388,5,27614.397064,
-8.964388,5,27615.16384,
-12.888889,4,27621.794069,
-14.0,3,27622.493897,
-14.0,3,27623.172821,
-14.0,3,27623.818388,
-12.815528,7,27624.641566,
-8.964388,5,27625.338628,
-8.964388,5,27626.033518,
-14.0,3,27626.720081,
-14.0,3,27627.354791,
-14.0,3,27628.066894,
-14.0,3,27628.723986,
-10.335471,10,27629.539454,
-14.0,3,27630.248245,
-14.0,3,27630.922278,
-14.0,3,27631.527274,
-14.0,3,27632.254672,
-8.964388,5,27632.973796,
-14.0,3,27633.617188,
-10.964389,6,27634.38872,
-10.964388,6,27635.185542,
-14.0,3,27635.837205,
-14.0,3,27636.510692,
-16.88889,6,27637.275458,
-14.0,3,27637.958287,
-12.964388,7,27638.762362,
-8.964388,5,27639.47024,
-12.888889,4,27640.15311,
-8.964388,5,27640.876884,
-14.0,3,27641.527749,
-8.964388,5,27642.228951,
-8.964388,5,27642.918727,
-17.777779,8,27643.700398,
-8.964388,5,27644.442476,
-10.335471,10,27645.333897,
-12.888889,4,27646.05817,
-17.297722,12,27647.009676,
-8.964388,5,27647.676263,
-14.0,3,27648.364854,
-10.964388,6,27649.183599,
-8.964388,5,27649.909787,
-14.0,3,27650.611343,
-14.0,3,27651.271519,
-14.0,3,27651.925393,
-14.0,3,27652.587692,
-14.0,3,27653.26312,
-14.0,3,27653.962883,
-14.0,3,27654.69198,
-8.964388,5,27655.428499,
-14.0,3,27656.068484,
-14.0,3,27656.802139,
-12.335471,11,27658.023813,
-8.964388,5,27658.782831,
-14.0,3,27659.463007,
-10.964388,6,27660.189902,
-14.0,3,27660.856926,
-10.335472,10,27661.702157,
-8.964388,5,27662.487803,
-14.0,3,27663.1286,
-8.964388,5,27663.827195,
-8.964388,5,27664.579554,
-8.964388,5,27665.333114,
-8.815528,5,27666.085741,
-14.0,3,27666.803302,
-7.779916,9,27667.633525,
-14.0,3,27668.337653,
-8.964388,5,27669.067598,
-14.0,3,27669.708055,
-8.964388,5,27670.399048,
-14.0,3,27671.071887,
-14.0,3,27671.658067,
-12.815528,7,27672.444838,
-14.0,3,27673.153757,
-10.964388,6,27673.915697,
-8.964388,5,27674.601859,
-8.964388,5,27675.341397,
-10.964389,6,27676.109979,
-14.0,3,27676.774661,
-14.0,3,27677.504771,
-14.0,3,27678.239074,
-8.964388,5,27678.963264,
-14.0,3,27679.678481,
-14.0,3,27680.390744,
-14.0,3,27681.117635,
-14.0,3,27681.778795,
-17.297722,12,27685.412049,
-12.888889,4,27686.086606,
-14.0,3,27686.762065,
-14.0,3,27687.505087,
-8.964388,5,27688.245407,
-14.0,3,27688.892307,
-8.964388,5,27689.598233,
-8.964388,5,27690.382485,
-8.964388,5,27691.079957,
-10.33547,10,27691.909156,
-12.815527,7,27692.756053,
-14.0,3,27693.465692,
-12.888889,4,27694.126114,
-17.777779,8,27694.967007,
-10.964388,6,27695.791196,
-14.0,3,27696.504268,
-12.888889,4,27697.546823,
-10.964388,6,27698.268823,
-10.33547,10,27699.191797,
-14.0,3,27699.881807,
-12.888889,4,27700.565213,
-14.0,3,27701.211323,
-8.964388,5,27701.928581,
-14.0,3,27702.5691,
-8.964388,5,27703.332138,
-14.0,3,27703.972305,
-8.964388,5,27704.713753,
-8.964388,5,27705.484504,
-14.0,3,27706.17376,
-14.0,3,27706.833589,
-14.0,3,27707.524697,
-8.964388,5,27708.225308,
-16.88889,6,27708.952304,
-10.335471,10,27709.804592,
-14.0,3,27710.515235,
-7.779916,9,27711.402914,
-14.0,3,27712.055484,
-8.964388,5,27712.768916,
-14.0,3,27713.411085,
-11.631056,11,27714.368817,
-8.964388,5,27715.07314,
-14.0,3,27715.80001,
-8.964388,5,27716.592675,
-14.0,3,27717.310889,
-14.0,3,27717.918739,
-14.0,3,27718.629173,
-8.964388,5,27719.403538,
-8.964388,5,27720.156864,
-10.964388,6,27720.91232,
-14.0,3,27721.626101,
-10.964388,6,27722.426643,
-8.964388,5,27723.157276,
-14.0,3,27723.806096,
-4.817665,9,27724.602484,
-14.0,3,27725.192549,
-14.0,3,27725.904702,
-8.964388,5,27726.630348,
-14.0,3,27727.337304,
-8.964388,5,27728.042384,
-12.815528,7,27728.846484,
-14.0,3,27729.529748,
-12.815528,7,27730.310658,
-9.779916,10,27731.233926,
-10.964388,6,27731.959016,
-14.0,3,27732.667272,
-12.815528,7,27733.488156,
-14.0,3,27734.367772,
-14.0,3,27735.045948,
-8.964388,5,27735.828865,
-8.964388,5,27736.547016,
-12.815527,7,27737.349356,
-12.888889,4,27738.037528,
-17.777779,8,27738.751852,
-17.777779,8,27739.586062,
-8.964388,5,27740.326795,
-14.0,3,27740.985714,
-8.964388,5,27741.749743,
-8.964388,5,27742.512053,
-8.964388,5,27743.226682,
-14.0,3,27743.902952,
-10.964388,6,27744.626554,
-12.815528,7,27748.093998,
-14.0,3,27748.79436,
-64.857544,40,27750.422614,
-14.0,3,27751.080178,
-14.0,3,27751.81354,
-18.88889,7,27752.586084,
-8.964388,5,27753.330889,
-10.964388,6,27754.122047,
-14.0,3,27754.766331,
-14.0,3,27755.47946,
-12.964388,7,27756.319027,
-8.964388,5,27757.106832,
-14.0,3,27757.774135,
-14.0,3,27758.443836,
-12.888889,4,27759.123132,
-16.88889,6,27759.84815,
-14.0,3,27760.511571,
-12.815527,7,27761.342954,
-10.964388,6,27762.063546,
-14.0,3,27762.766528,
-14.0,3,27763.480872,
-10.335471,10,27764.35947,
-17.777779,8,27765.202634,
-14.0,3,27765.896228,
-10.964388,6,27766.652023,
-12.815527,7,27767.499534,
-8.964388,5,27768.26923,
-12.815528,7,27769.04986,
-14.0,3,27769.687191,
-8.964388,5,27770.467662,
-10.335471,10,27771.304475,
-8.964388,5,27772.076957,
-8.964388,5,27772.814548,
-8.964388,5,27773.529853,
-8.964388,5,27774.307176,
-10.335471,10,27775.495557,
-14.0,3,27776.135261,
-14.0,3,27776.815651,
-16.595442,17,27777.852075,
-8.964388,5,27778.586833,
-14.0,3,27779.235926,
-8.964388,5,27779.994843,
-14.0,3,27780.665742,
-14.0,3,27781.377705,
-14.0,3,27782.032329,
-12.815527,7,27782.866304,
-8.964388,5,27783.626605,
-8.964388,5,27784.387499,
-14.0,3,27785.105953,
-14.0,3,27785.6803,
-8.964388,5,27786.422224,
-14.0,3,27787.135609,
-14.0,3,27787.872474,
-14.0,3,27788.534405,
-14.0,3,27789.243005,
-8.964388,5,27790.028267,
-12.815528,7,27790.874924,
-14.0,3,27791.589744,
-14.0,3,27792.249971,
-14.0,3,27792.8823,
-12.815528,7,27793.680526,
-14.0,3,27794.386411,
-14.0,3,27795.110444,
-10.964388,6,27795.833888,
-8.964388,5,27796.539999,
-8.964388,5,27797.2696,
-14.0,3,27797.985465,
-12.888889,4,27798.654944,
-14.0,3,27799.336812,
-14.0,3,27799.998034,
-14.0,3,27800.71407,
-12.964388,7,27801.47096,
-14.0,3,27802.119443,
-8.964388,5,27802.904084,
-12.815528,7,27803.747211,
-14.0,3,27804.384604,
-14.0,3,27805.048339,
-12.888889,4,27805.787586,
-14.0,3,27806.50356,
-12.888889,4,27809.93845,
-14.0,3,27810.607237,
-14.0,3,27811.322433,
-10.964388,6,27812.131371,
-12.888889,4,27812.870413,
-8.964388,5,27813.650132,
-8.964388,5,27814.686921,
-14.0,3,27815.359454,
-9.779915,10,27816.288642,
-12.888889,4,27817.030755,
-16.88889,6,27817.763853,
-8.964388,5,27818.536694,
-8.964388,5,27819.283412,
-14.0,3,27819.999835,
-14.0,3,27820.715387,
-8.964388,5,27821.498243,
-8.964388,5,27822.229743,
-14.0,3,27822.948841,
-14.0,3,27823.598197,
-8.964388,5,27824.39904,
-8.964388,5,27825.083605,
-10.964388,6,27825.855516,
-14.0,3,27826.483726,
-14.0,3,27827.124883,
-8.964388,5,27827.86902,
-14.0,3,27828.53353,
-12.815527,7,27829.373367,
-8.964388,5,27830.145634,
-10.964388,6,27830.890432,
-14.0,3,27831.588335,
-8.964388,5,27832.362074,
-14.0,3,27833.07362,
-12.815528,7,27833.826436,
-14.0,3,27834.537977,
-14.0,3,27835.275409,
-8.964388,5,27836.129294,
-16.88889,6,27836.940056,
-8.964388,5,27837.721541,
-14.0,3,27838.441652,
-17.297722,12,27839.974494,
-8.964388,5,27840.765929,
-8.8910265,8,27841.596419,
-8.964388,5,27842.292811,
-17.777779,8,27843.129349,
-8.964388,5,27843.831788,
-8.964388,5,27844.573852,
-14.0,3,27845.221328,
-8.964388,5,27845.999725,
-10.964388,6,27846.748869,
-8.964388,5,27847.519258,
-8.964388,5,27848.258548,
-12.815527,7,27849.045554,
-8.964388,5,27849.73136,
-8.964388,5,27850.459318,
-12.815528,7,27851.212588,
-82.30199,40,27852.90905,
-14.0,3,27853.894567,
-10.964388,6,27854.663805,
-14.0,3,27855.379403,
-8.8910265,8,27856.184596,
-12.815527,7,27856.933002,
-8.964388,5,27857.706259,
-8.964388,5,27858.367913,
-8.964388,5,27859.138092,
-10.335471,10,27860.022111,
-10.964388,6,27860.839605,
-8.8910265,8,27861.689671,
-8.964388,5,27862.447462,
-8.964388,5,27863.199579,
-8.891027,8,27864.007092,
-12.815527,7,27864.848039,
-8.964388,5,27865.552178,
-5.928776,9,27869.096111,
-14.0,3,27869.839517,
-8.964388,5,27870.639485,
-12.815528,7,27871.406104,
-14.0,3,27872.118476,
-10.964388,6,27872.893839,
-10.964388,6,27873.664174,
-8.964388,5,27874.371694,
-14.0,3,27875.048408,
-10.964388,6,27875.813108,
-10.964388,6,27876.590605,
-8.8910265,8,27877.373012,
-8.964388,5,27878.081061,
-8.964388,5,27878.773589,
-14.0,3,27879.426206,
-10.964388,6,27880.18758,
-14.0,3,27880.915472,
-12.964388,7,27881.715676,
-10.964388,6,27882.463479,
-14.0,3,27883.119591,
-10.964388,6,27883.922054,
-12.964388,7,27884.774234,
-12.964388,7,27885.564949,
-12.815527,7,27886.336864,
-8.964388,5,27887.058741,
-8.964388,5,27887.822939,
-8.964388,5,27888.534636,
-14.595446,18,27889.665909,
-8.8910265,9,27890.544762,
-10.964388,6,27891.312998,
-10.964388,6,27892.046004,
-100.18875,25,27893.356278,
-8.8910265,9,27894.21558,
-9.779916,10,27895.080243,
-4.8176656,9,27896.256535,
-8.964388,5,27897.080516,
-10.964388,6,27897.835659,
-8.964388,5,27898.615082,
-8.8910265,8,27899.427735,
-8.964388,5,27900.143151,
-14.0,3,27900.797242,
-12.888889,4,27901.49795,
-12.815527,7,27902.281085,
-8.964388,5,27902.984337,
-17.779915,13,27903.913729,
-10.817665,13,27904.825068,
-8.964388,5,27905.530959,
-10.964388,6,27906.28608,
-14.0,3,27906.968215,
-10.964388,6,27907.742831,
-14.0,3,27908.393663,
-8.8910265,8,27909.210456,
-12.815527,7,27910.041927,
-8.8910265,9,27910.935625,
-8.964388,5,27911.695803,
-8.964388,5,27912.432508,
-10.964388,6,27913.226955,
-8.964388,5,27914.009586,
-14.0,3,27914.730174,
-8.964388,5,27915.501837,
-8.8910265,8,27916.220132,
-8.964388,5,27916.981651,
-8.964388,5,27917.743446,
-8.964388,5,27918.497893,
-12.815528,7,27919.313007,
-8.964388,5,27920.08017,
-8.8910265,9,27920.914917,
-14.0,3,27921.626076,
-8.964388,5,27922.38909,
-14.0,3,27925.784995,
-7.7799153,9,27926.600842,
-8.964388,5,27927.301035,
-12.815528,7,27928.024405,
-14.0,3,27928.738858,
-10.964388,6,27929.477683,
-8.964388,5,27930.234196,
-8.964388,5,27930.994661,
-10.964388,6,27931.786425,
-17.779915,13,27932.807325,
-8.964388,5,27933.59461,
-8.964388,5,27934.299926,
-8.964388,5,27935.051612,
-8.8910265,8,27935.931784,
-10.335471,10,27936.863146,
-10.335471,10,27943.452579,
-8.964388,5,27944.187718,
-14.0,3,27944.933998,
-8.964388,5,27945.710096,
-8.964388,5,27946.399739,
-8.891027,8,27947.255251,
-12.815528,7,27948.114823,
-4.817665,9,27949.005127,
-8.964388,5,27949.794828,
-8.964388,5,27950.471151,
-10.335471,10,27951.402392,
-8.8910265,8,27952.243287,
-10.964388,6,27952.988271,
-8.964388,5,27953.697428,
-14.0,3,27954.37178,
-8.964388,5,27955.070941,
-8.891027,8,27955.920909,
-8.964388,5,27956.621669,
-8.8910265,8,27957.449427,
-8.8910265,9,27958.332028,
-8.964388,5,27959.062649,
-12.815527,7,27959.840081,
-17.777779,8,27960.665447,
-12.815528,7,27961.413127,
-10.817667,13,27962.327413,
-100.18875,25,27963.600482,
-8.964388,5,27964.3698,
-14.0,3,27965.094872,
-10.964388,6,27965.827634,
-8.8910265,9,27966.65142,
-12.888889,4,27967.373555,
-4.7443047,12,27968.370626,
-10.964388,6,27969.096591,
-10.964388,6,27969.9025,
-15.224362,14,27970.981294,
-14.0,3,27971.697857,
-10.964388,6,27972.389997,
-14.0,3,27973.101666,
-10.335471,10,27974.028916,
-8.964388,5,27974.791456,
-8.964388,5,27975.519855,
-14.0,3,27976.2389,
-8.964388,5,27977.011726,
-8.964388,5,27977.749118,
-8.964388,5,27978.452214,
-8.891027,9,27979.309699,
-8.964388,5,27979.968725,
-14.0,3,27980.684528,
-8.964388,5,27981.423209,
-14.668806,14,27982.426579,
-8.8910265,8,27983.497631,
-10.964388,6,27984.309135,
-14.0,3,27984.994857,
-10.964388,6,27985.746143,
-11.779915,11,27986.691968,
-8.964388,5,27987.391724,
-8.964388,5,27988.149749,
-8.964388,5,27988.909169,
-8.964388,5,27989.558528,
-8.964388,5,27990.267466,
-10.964388,6,27991.081109,
-6.1887503,14,27992.063088,
-14.0,3,27992.751224,
-8.891027,8,27993.551824,
-8.964388,5,27994.187179,
-8.8910265,8,27997.764543,
-8.964388,5,27998.527587,
-10.964388,6,27999.294348,
-12.815528,7,28000.127132,
-12.815528,7,28000.966377,
-12.815528,7,28001.750528,
-12.964388,7,28002.548506,
-10.335471,10,28003.411067,
-8.964388,5,28004.132518,
-12.815527,7,28004.948723,
-5.299861,12,28005.8078,
-16.88889,6,28006.546913,
-8.964388,5,28007.342685,
-8.964388,5,28008.057072,
-6.1887503,14,28009.045189,
-8.964388,5,28009.811647,
-10.964388,6,28010.538255,
-8.964388,5,28011.305463,
-8.964388,5,28012.092149,
-8.964388,5,28012.883559,
-8.964388,5,28013.611104,
-12.888889,4,28014.311695,
-14.0,3,28014.969679,
-4.817666,9,28015.781072,
-8.964388,5,28016.506356,
-10.964388,6,28017.309227,
-8.964388,5,28018.004567,
-8.964388,5,28018.766402,
-8.964388,5,28019.530524,
-8.964388,5,28020.266309,
-8.964388,5,28021.031599,
-8.964388,5,28021.787472,
-8.964388,5,28022.52253,
-10.964388,6,28023.341796,
-14.0,3,28024.058495,
-10.964388,6,28025.105424,
-12.815527,7,28025.880994,
-14.0,3,28026.61326,
-8.964388,5,28027.322813,
-10.964388,6,28028.127842,
-17.779915,13,28029.095712,
-14.0,3,28029.762632,
-8.964388,5,28030.549156,
-8.964388,5,28031.310519,
-8.964388,5,28031.983652,
-9.779916,10,28032.861773,
-14.0,3,28033.546945,
-10.964388,6,28034.305905,
-8.964388,5,28035.003965,
-8.964388,5,28035.784926,
-14.0,3,28036.455913,
-10.964388,6,28037.242402,
-8.964388,5,28037.988028,
-8.964388,5,28038.76835,
-8.964388,5,28039.533577,
-8.964388,5,28040.295844,
-12.964388,7,28041.12268,
-12.964388,7,28041.808382,
-9.779916,10,28042.706604,
-8.964388,5,28043.440119,
-8.964388,5,28044.224023,
-8.964388,5,28044.935782,
-26.88889,11,28045.865598,
-8.964388,5,28046.635662,
-8.964388,5,28047.420518,
-8.8910265,8,28048.275254,
-12.815528,7,28049.04175,
-12.888889,4,28049.701656,
-8.964388,5,28050.445228,
-8.891027,8,28051.287518,
-8.964388,5,28052.065873,
0.031331062,20,28055.918812,
-8.964388,5,28056.639928,
-8.964388,5,28057.382975,
-14.0,3,28058.103394,
-8.964388,5,28058.812993,
-10.335471,10,28059.6932,
-8.964388,5,28060.422879,
-12.964388,7,28061.259163,
-8.964388,5,28061.96292,
-12.964388,7,28062.737834,
-56.335472,15,28063.814213,
-12.815528,7,28064.669829,
-10.964388,6,28065.395929,
-8.964388,5,28066.123701,
-12.964388,7,28067.251047,
-8.8910265,9,28068.14994,
-8.964389,5,28068.885305,
-15.853277,10,28069.733747,
-10.964388,6,28070.525465,
-8.964388,5,28-9.853276,7,29073.563519,
-8.964388,6,29073.965193,
-12.815527,7,29074.370986,
-14.0,4,29074.738689,
-8.964388,5,29075.095451,
-8.964388,5,29075.466641,
-8.964388,5,29075.839161,
-29.446583,10,29076.303183,
-14.0,3,29076.629117,
-14.815527,8,29077.056286,
-14.0,3,29077.395736,
-12.815527,8,29077.826891,
-12.815527,7,29078.244669,
-8.964388,5,29078.602798,
-12.964388,7,29079.015848,
-8.668804,12,29079.529862,
-14.0,3,29079.834123,
-14.0,3,29080.17244,
-14.0,3,29080.499851,
-16.0,4,29080.860948,
-14.0,3,29081.201928,
-3.633193,13,29081.739348,
-9.853276,7,29082.12187,
-9.853276,8,29082.549164,
-4.817664,9,29082.999277,
-9.853276,7,29083.426988,
-10.964388,6,29083.817485,
-8.964388,6,29084.200391,
-8.964388,5,29084.557451,
-10.964388,6,29084.935783,
-14.0,3,29085.259221,
-14.0,3,29085.579828,
-14.0,3,29085.903612,
-14.0,3,29086.236757,
-14.0,3,29086.575681,
-8.964388,5,29086.950376,
-8.964388,5,29087.318103,
-14.0,3,29087.656415,
-14.0,3,29087.959101,
-8.964388,5,29088.311902,
-6.817664,11,29088.807326,
-8.668804,11,29089.301797,
-14.0,3,29089.632797,
-8.964388,5,29089.997468,
-12.888889,4,29090.334907,
-4.817664,10,29090.810323,
-14.0,3,29091.4017,
-16.88889,6,29091.80592,
-8.742166,8,29092.213379,
-14.0,3,29092.535101,
-12.964388,7,29092.943729,
-14.0,3,29093.263902,
-8.964388,6,29093.645399,
-14.0,3,29093.949529,
-8.964388,5,29094.339473,
-14.0,3,29094.660846,
-14.0,3,29094.958085,
-8.964388,5,29095.312588,
-8.964388,5,29095.667161,
-14.0,3,29095.970138,
-8.964388,5,29096.332505,
-12.888889,4,29096.669662,
-12.815527,7,29097.057707,
-8.964388,5,29097.407463,
-8.964388,5,29097.768512,
-8.964388,5,29098.133411,
-26.817663,15,29098.717324,
-14.0,3,29099.050777,
-8.964388,5,29099.413635,
-8.964388,5,29099.78405,
-12.888889,4,29100.140208,
-8.964388,5,29100.517078,
-14.0,3,29100.823957,
-8.964388,5,29101.152767,
-10.335471,10,29101.614699,
-10.964388,7,29102.019009,
-14.0,3,29102.348807,
-14.0,3,29102.666991,
-14.0,3,29102.993872,
-12.815527,8,29103.392678,
-14.0,3,29103.722986,
-8.964388,5,29104.091538,
-8.964388,5,29104.46178,
-3.633194,14,29105.008891,
-4.817664,11,29105.488851,
-14.0,3,29105.789914,
-14.0,3,29106.114488,
-10.964388,6,29106.511473,
-10.888889,3,29106.844781,
-14.0,3,29107.165114,
-4.817664,9,29107.611078,
-12.964388,7,29108.019814,
-8.668804,11,29108.509151,
-8.964388,5,29108.874301,
-14.0,3,29109.203381,
-10.964388,6,29109.584021,
-8.964388,5,29110.214792,
-8.964388,5,29110.614317,
-8.964388,5,29110.95463,
-8.964388,5,29111.334164,
-12.815527,7,29111.74714,
-6.1887474,15,29112.312362,
-14.0,3,29112.630311,
-8.964388,5,29112.985801,
-10.964388,6,29113.378717,
-10.446585,15,29113.950561,
-8.188748,15,29114.500202,
-14.0,3,29114.818214,
-14.0,3,29115.111072,
-12.668806,13,29115.632463,
-14.0,3,29115.970701,
-8.964388,5,29116.345934,
-12.964388,7,29116.747385,
-8.964388,5,29117.125289,
-12.888889,4,29117.479181,
-12.888889,4,29117.807172,
-3.633193,13,29118.326002,
-14.0,3,29118.664031,
-6.817664,11,29119.116941,
-14.0,4,29119.44527,
-8.964388,5,29119.805273,
-12.888889,5,29120.182665,
-10.964388,6,29120.56235,
-9.853276,8,29120.993027,
-8.964388,5,29121.342522,
-11.853276,8,29121.758146,
-4.817664,9,29122.217919,
-14.0,3,29122.544939,
-8.964388,5,29122.904896,
-14.0,3,29123.204185,
-14.0,3,29123.542004,
-8.964388,5,29123.911783,
-12.888889,4,29124.223495,
